,USstate,year,month,nTweets_x,nTweets_y
0,ga,2012,1,162945.0,5.0
1,ga,2012,2,162945.0,5.0
2,ga,2012,3,235693.0,10.0
3,ga,2012,4,168306.0,9.0
4,ga,2012,5,111735.0,4.0
5,ga,2012,6,250122.0,2.0
6,ga,2012,7,352477.0,9.0
7,ga,2012,8,311182.0,5.0
8,ga,2012,9,222454.0,8.0
9,ga,2012,10,286145.0,11.0
10,ga,2012,11,279031.0,5.0
11,ga,2012,12,236497.0,3.0
12,ga,2013,1,252496.0,4.0
13,ga,2013,2,178834.0,6.0
14,ga,2013,3,239300.0,7.0
15,ga,2013,4,169716.0,6.0
16,ga,2013,5,222065.0,4.0
17,ga,2013,6,216378.0,3.0
18,ga,2013,7,226489.0,9.0
19,ga,2013,8,217421.0,5.0
20,ga,2013,9,184803.0,10.0
21,ga,2013,10,188261.0,6.5
22,ga,2013,11,191719.0,3.0
23,ga,2013,12,196252.0,5.0
24,ga,2014,1,172565.0,4.5
25,ga,2014,2,148878.0,4.0
26,ga,2014,3,144793.0,5.0
27,ga,2014,4,172491.0,3.0
28,ga,2014,5,177485.0,4.0
29,ga,2014,6,196462.0,1.0
30,ga,2014,7,161442.0,4.0
31,ga,2014,8,44974.0,1.0
32,ga,2014,9,149839.0,5.0
33,ga,2014,10,136486.0,1.0
34,ga,2014,11,158093.0,3.0
35,ga,2014,12,161144.0,1.0
36,ga,2015,1,122882.0,1.0
37,ga,2015,2,84620.0,1.0
38,ga,2015,3,46358.0,1.0
39,ga,2015,4,111325.0,1.0
40,ga,2015,5,147034.0,3.0
41,ga,2015,6,142631.0,4.0
42,ga,2015,7,180125.0,2.0
43,ga,2015,8,98685.0,2.0
44,ga,2015,9,120058.0,3.0
45,ga,2015,10,148770.0,3.0
46,ga,2015,11,126261.0,1.0
47,ga,2015,12,116333.0,1.0
48,ga,2016,1,204721.0,1.0
49,ga,2016,2,153710.0,5.0
50,ga,2016,3,144036.0,4.0
51,ga,2016,4,175476.0,4.0
52,ga,2016,5,206916.0,4.0
53,ga,2016,6,163889.0,2.0
54,ga,2016,7,72078.0,3.0
55,ga,2016,8,157983.0,3.0
56,ga,2016,9,214216.0,2.0
57,ga,2016,10,142892.0,1.0
58,ga,2016,11,187312.0,4.0
59,ga,2016,12,211489.0,5.0
60,ga,2017,1,231550.0,4.0
61,ga,2017,2,193688.0,4.0
62,ga,2017,3,193333.0,7.5
63,ga,2017,4,192978.0,11.0
64,ga,2017,5,237681.0,4.0
65,ga,2017,6,214526.0,6.0
66,ga,2017,7,214769.7142857143,5.571428571428571
67,ga,2017,8,215013.42857142858,5.142857142857143
68,ga,2017,9,215257.14285714287,4.714285714285714
69,ga,2017,10,215500.85714285713,4.285714285714286
70,ga,2017,11,215744.57142857142,3.857142857142857
71,ga,2017,12,215988.2857142857,3.428571428571429
72,ga,2018,1,216232.0,3.0
73,ga,2018,2,168171.0,4.0
74,ga,2018,3,114158.0,4.0
75,ga,2018,4,140370.0,9.0
76,ga,2018,5,124884.5,5.5
77,ga,2018,6,109399.0,2.0
78,ga,2018,7,165169.0,2.0
79,ga,2018,8,208219.0,8.0
80,ga,2018,9,208295.0,6.0
81,ga,2018,10,214761.0,3.0
82,ga,2018,11,194207.33333333334,4.0
83,ga,2018,12,173653.66666666666,5.0
84,ga,2019,1,153100.0,6.0
85,ga,2019,2,171275.0,3.0
86,ga,2019,3,155123.0,1.0
87,ga,2019,4,190037.0,19.0
88,ga,2019,5,201557.0,1.0
89,ga,2019,6,162600.0,2.0
90,ga,2019,7,213893.0,1.0
91,ga,2019,8,211889.0,3.0
92,ga,2019,9,200632.375,2.75
93,ga,2019,10,189375.75,2.5
94,ga,2019,11,178119.125,2.25
95,ga,2019,12,166862.5,2.0
96,ga,2020,1,155605.875,1.75
97,ga,2020,2,144349.25,1.5
98,ga,2020,3,133092.625,1.25
99,ga,2020,4,121836.0,1.0
100,ga,2020,5,123192.5,2.0
101,ga,2020,6,124549.0,3.0
102,ga,2020,7,189061.0,2.5
103,ga,2020,8,253573.0,2.0
104,ga,2020,9,254501.5,2.5
105,ga,2020,10,255430.0,3.0
106,ga,2020,11,274762.0,2.0
107,ga,2020,12,264377.0,1.0
108,ga,2021,1,132272.0,1.0
109,ga,2021,2,102882.0,2.0
110,ga,2021,3,108588.0,1.0
111,ga,2021,4,102128.0,1.0
112,ga,2021,5,186077.0,1.0
113,ga,2021,6,157718.0,1.0
114,ga,2021,7,129359.0,1.0
115,ga,2021,8,101000.0,1.0
116,ga,2021,9,206486.0,5.0
117,ga,2021,10,157652.5,3.0
118,ga,2021,11,108819.0,1.0
119,ga,2021,12,108819.0,1.0
120,dc,2012,1,33223.0,1.0
121,dc,2012,2,33223.0,1.0
122,dc,2012,3,33223.0,1.0
123,dc,2012,4,21940.0,1.0
124,dc,2012,5,27767.5,1.0
125,dc,2012,6,33595.0,1.0
126,dc,2012,7,39422.5,1.0
127,dc,2012,8,45250.0,1.0
128,dc,2012,9,51077.5,1.0
129,dc,2012,10,56905.0,1.0
130,dc,2012,11,53684.0,1.3333333333333333
131,dc,2012,12,50463.0,1.6666666666666665
132,dc,2013,1,47242.0,2.0
133,dc,2013,2,46461.2,1.8
134,dc,2013,3,45680.4,1.6
135,dc,2013,4,44899.6,1.4
136,dc,2013,5,44118.8,1.2
137,dc,2013,6,43338.0,1.0
138,dc,2013,7,42906.444444444445,1.0
139,dc,2013,8,42474.88888888889,1.0
140,dc,2013,9,42043.333333333336,1.0
141,dc,2013,10,41611.77777777778,1.0
142,dc,2013,11,41180.22222222222,1.0
143,dc,2013,12,40748.666666666664,1.0
144,dc,2014,1,40317.11111111111,1.0
145,dc,2014,2,39885.555555555555,1.0
146,dc,2014,3,39454.0,1.0
147,dc,2014,4,45921.0,2.0
148,dc,2014,5,46233.57142857143,1.8571428571428572
149,dc,2014,6,46546.142857142855,1.7142857142857144
150,dc,2014,7,46858.71428571428,1.5714285714285714
151,dc,2014,8,47171.28571428572,1.4285714285714286
152,dc,2014,9,47483.857142857145,1.2857142857142858
153,dc,2014,10,47796.42857142857,1.1428571428571428
154,dc,2014,11,48109.0,1.0
155,dc,2014,12,49996.0,1.0
156,dc,2015,1,38759.0,1.0
157,dc,2015,2,27522.0,1.0
158,dc,2015,3,16285.0,1.0
159,dc,2015,4,26940.666666666664,1.3333333333333333
160,dc,2015,5,37596.33333333333,1.6666666666666665
161,dc,2015,6,48252.0,2.0
162,dc,2015,7,49686.0,1.75
163,dc,2015,8,51120.0,1.5
164,dc,2015,9,52554.0,1.25
165,dc,2015,10,53988.0,1.0
166,dc,2015,11,35806.5,1.0
167,dc,2015,12,17625.0,1.0
168,dc,2016,1,28011.6,1.0
169,dc,2016,2,38398.2,1.0
170,dc,2016,3,48784.8,1.0
171,dc,2016,4,59171.4,1.0
172,dc,2016,5,69558.0,1.0
173,dc,2016,6,65090.0,1.0
174,dc,2016,7,60622.0,1.0
175,dc,2016,8,56154.0,1.0
176,dc,2016,9,55772.5,2.5
177,dc,2016,10,55391.0,4.0
178,dc,2016,11,63577.0,3.4
179,dc,2016,12,71763.0,2.8
180,dc,2017,1,79949.0,2.2
181,dc,2017,2,88135.0,1.6
182,dc,2017,3,96321.0,1.0
183,dc,2017,4,74414.0,1.0
184,dc,2017,5,95490.0,1.0
185,dc,2017,6,92806.09090909091,1.2727272727272727
186,dc,2017,7,90122.18181818182,1.5454545454545454
187,dc,2017,8,87438.27272727272,1.8181818181818181
188,dc,2017,9,84754.36363636363,2.090909090909091
189,dc,2017,10,82070.45454545454,2.3636363636363633
190,dc,2017,11,79386.54545454546,2.6363636363636362
191,dc,2017,12,76702.63636363637,2.909090909090909
192,dc,2018,1,74018.72727272726,3.1818181818181817
193,dc,2018,2,71334.81818181818,3.454545454545454
194,dc,2018,3,68650.90909090909,3.727272727272727
195,dc,2018,4,65967.0,4.0
196,dc,2018,5,70075.75,3.25
197,dc,2018,6,74184.5,2.5
198,dc,2018,7,78293.25,1.75
199,dc,2018,8,82402.0,1.0
200,dc,2018,9,84260.0,1.0
201,dc,2018,10,78373.5,1.0
202,dc,2018,11,72487.0,1.0
203,dc,2018,12,66600.5,1.0
204,dc,2019,1,60714.0,1.0
205,dc,2019,2,65139.25,1.0
206,dc,2019,3,69564.5,1.0
207,dc,2019,4,73989.75,1.0
208,dc,2019,5,78415.0,1.0
209,dc,2019,6,78415.0,1.0
210,dc,2019,7,78415.0,1.0
211,dc,2019,8,78415.0,1.0
212,dc,2019,9,78415.0,1.0
213,dc,2019,10,78415.0,1.0
214,dc,2019,11,78415.0,1.0
215,dc,2019,12,78415.0,1.0
216,dc,2020,1,78415.0,1.0
217,dc,2020,2,78415.0,1.0
218,dc,2020,3,78415.0,1.0
219,dc,2020,4,78415.0,1.0
220,dc,2020,5,78415.0,1.0
221,dc,2020,6,78415.0,1.0
222,dc,2020,7,78415.0,1.0
223,dc,2020,8,78415.0,1.0
224,dc,2020,9,78415.0,1.0
225,dc,2020,10,78415.0,1.0
226,dc,2020,11,78415.0,1.0
227,dc,2020,12,78415.0,1.0
228,dc,2021,1,78415.0,1.0
229,dc,2021,2,78415.0,1.0
230,dc,2021,3,78415.0,1.0
231,dc,2021,4,78415.0,1.0
232,dc,2021,5,78415.0,1.0
233,dc,2021,6,78415.0,1.0
234,dc,2021,7,78415.0,1.0
235,dc,2021,8,78415.0,1.0
236,dc,2021,9,78415.0,1.0
237,dc,2021,10,78415.0,1.0
238,dc,2021,11,78415.0,1.0
239,dc,2021,12,78415.0,1.0
240,nj,2012,1,17721.0,2.0
241,nj,2012,2,65017.0,7.0
242,nj,2012,3,94041.0,6.0
243,nj,2012,4,69179.0,7.0
244,nj,2012,5,46262.0,8.0
245,nj,2012,6,102299.0,5.0
246,nj,2012,7,149800.0,5.0
247,nj,2012,8,145180.0,5.0
248,nj,2012,9,100900.0,2.0
249,nj,2012,10,132514.0,5.0
250,nj,2012,11,133277.0,4.0
251,nj,2012,12,108026.0,3.0
252,nj,2013,1,117319.0,7.0
253,nj,2013,2,88541.0,4.0
254,nj,2013,3,121199.0,5.0
255,nj,2013,4,83330.0,4.0
256,nj,2013,5,104337.0,5.0
257,nj,2013,6,100563.0,4.0
258,nj,2013,7,104750.0,3.0
259,nj,2013,8,110228.0,3.0
260,nj,2013,9,90490.0,10.0
261,nj,2013,10,23609.0,2.0
262,nj,2013,11,93942.0,5.0
263,nj,2013,12,96602.0,4.0
264,nj,2014,1,86387.5,4.0
265,nj,2014,2,76173.0,4.0
266,nj,2014,3,76860.0,3.0
267,nj,2014,4,83232.0,4.0
268,nj,2014,5,83761.0,6.0
269,nj,2014,6,86001.0,3.0
270,nj,2014,7,70870.0,2.0
271,nj,2014,8,68251.5,2.5
272,nj,2014,9,65633.0,3.0
273,nj,2014,10,66767.0,2.0
274,nj,2014,11,67901.0,1.0
275,nj,2014,12,67271.0,2.0
276,nj,2015,1,62305.5,1.75
277,nj,2015,2,57340.0,1.5
278,nj,2015,3,52374.5,1.25
279,nj,2015,4,47409.0,1.0
280,nj,2015,5,53975.5,1.5
281,nj,2015,6,60542.0,2.0
282,nj,2015,7,51851.0,1.5
283,nj,2015,8,43160.0,1.0
284,nj,2015,9,54296.0,5.0
285,nj,2015,10,64820.0,4.0
286,nj,2015,11,56369.0,2.5
287,nj,2015,12,47918.0,1.0
288,nj,2016,1,88854.0,2.0
289,nj,2016,2,66905.0,1.0
290,nj,2016,3,60236.0,1.0
291,nj,2016,4,71989.5,1.0
292,nj,2016,5,83743.0,1.0
293,nj,2016,6,64252.0,1.0
294,nj,2016,7,64506.0,1.0
295,nj,2016,8,64760.0,1.0
296,nj,2016,9,60430.0,1.0
297,nj,2016,10,56100.0,1.0
298,nj,2016,11,68802.5,1.5
299,nj,2016,12,81505.0,2.0
300,nj,2017,1,90391.0,7.0
301,nj,2017,2,75335.0,2.0
302,nj,2017,3,92326.0,3.0
303,nj,2017,4,70743.0,3.0
304,nj,2017,5,76599.5,2.0
305,nj,2017,6,82456.0,1.0
306,nj,2017,7,81519.42857142857,1.1428571428571428
307,nj,2017,8,80582.85714285714,1.2857142857142856
308,nj,2017,9,79646.28571428571,1.4285714285714286
309,nj,2017,10,78709.71428571429,1.5714285714285714
310,nj,2017,11,77773.14285714286,1.7142857142857142
311,nj,2017,12,76836.57142857143,1.8571428571428572
312,nj,2018,1,75900.0,2.0
313,nj,2018,2,59561.5,1.5
314,nj,2018,3,43223.0,1.0
315,nj,2018,4,52958.0,3.0
316,nj,2018,5,45505.5,2.0
317,nj,2018,6,38053.0,1.0
318,nj,2018,7,56013.0,2.5
319,nj,2018,8,73973.0,4.0
320,nj,2018,9,69845.2,4.2
321,nj,2018,10,65717.4,4.4
322,nj,2018,11,61589.6,4.6
323,nj,2018,12,57461.8,4.8
324,nj,2019,1,53334.0,5.0
325,nj,2019,2,57544.0,4.666666666666667
326,nj,2019,3,61754.0,4.333333333333333
327,nj,2019,4,65964.0,4.0
328,nj,2019,5,66955.25,3.5
329,nj,2019,6,67946.5,3.0
330,nj,2019,7,68937.75,2.5
331,nj,2019,8,69929.0,2.0
332,nj,2019,9,71361.25,1.9166666666666667
333,nj,2019,10,72793.5,1.8333333333333333
334,nj,2019,11,74225.75,1.75
335,nj,2019,12,75658.0,1.6666666666666667
336,nj,2020,1,77090.25,1.5833333333333335
337,nj,2020,2,78522.5,1.5
338,nj,2020,3,79954.75,1.4166666666666667
339,nj,2020,4,81387.0,1.3333333333333335
340,nj,2020,5,82819.25,1.25
341,nj,2020,6,84251.5,1.1666666666666667
342,nj,2020,7,85683.75,1.0833333333333335
343,nj,2020,8,87116.0,1.0
344,nj,2020,9,88168.0,1.0
345,nj,2020,10,89220.0,1.0
346,nj,2020,11,78551.0,1.0
347,nj,2020,12,67882.0,1.0
348,nj,2021,1,57213.0,1.0
349,nj,2021,2,46544.0,1.0
350,nj,2021,3,35875.0,1.0
351,nj,2021,4,41164.166666666664,1.0
352,nj,2021,5,46453.333333333336,1.0
353,nj,2021,6,51742.5,1.0
354,nj,2021,7,57031.66666666667,1.0
355,nj,2021,8,62320.833333333336,1.0
356,nj,2021,9,67610.0,1.0
357,nj,2021,10,51221.0,1.0
358,nj,2021,11,34832.0,1.0
359,nj,2021,12,34832.0,1.0
360,ms,2012,1,52412.0,2.0
361,ms,2012,2,52412.0,2.0
362,ms,2012,3,52412.0,2.0
363,ms,2012,4,35872.0,3.0
364,ms,2012,5,45521.0,2.0
365,ms,2012,6,55170.0,1.0
366,ms,2012,7,61356.0,1.5
367,ms,2012,8,67542.0,2.0
368,ms,2012,9,49054.0,3.0
369,ms,2012,10,62183.0,1.0
370,ms,2012,11,55161.5,1.0
371,ms,2012,12,48140.0,1.0
372,ms,2013,1,52339.0,1.0
373,ms,2013,2,35606.0,2.0
374,ms,2013,3,47255.0,5.0
375,ms,2013,4,32248.0,1.0
376,ms,2013,5,41343.0,2.0
377,ms,2013,6,40694.0,2.0
378,ms,2013,7,40481.0,2.0
379,ms,2013,8,40208.0,1.0
380,ms,2013,9,34956.0,6.0
381,ms,2013,10,34912.666666666664,5.0
382,ms,2013,11,34869.333333333336,4.0
383,ms,2013,12,34826.0,3.0
384,ms,2014,1,30128.5,2.5
385,ms,2014,2,25431.0,2.0
386,ms,2014,3,27419.75,1.75
387,ms,2014,4,29408.5,1.5
388,ms,2014,5,31397.25,1.25
389,ms,2014,6,33386.0,1.0
390,ms,2014,7,32080.833333333332,1.1666666666666667
391,ms,2014,8,30775.666666666668,1.3333333333333333
392,ms,2014,9,29470.5,1.5
393,ms,2014,10,28165.333333333332,1.6666666666666665
394,ms,2014,11,26860.166666666664,1.8333333333333333
395,ms,2014,12,25555.0,2.0
396,ms,2015,1,19491.333333333332,2.0
397,ms,2015,2,13427.666666666666,2.0
398,ms,2015,3,7364.0,2.0
399,ms,2015,4,11750.333333333332,1.6666666666666667
400,ms,2015,5,16136.666666666666,1.3333333333333335
401,ms,2015,6,20523.0,1.0
402,ms,2015,7,20988.75,1.0
403,ms,2015,8,21454.5,1.0
404,ms,2015,9,21920.25,1.0
405,ms,2015,10,22386.0,1.0
406,ms,2015,11,26887.333333333332,1.0
407,ms,2015,12,31388.666666666664,1.0
408,ms,2016,1,35890.0,1.0
409,ms,2016,2,35077.75,1.0
410,ms,2016,3,34265.5,1.0
411,ms,2016,4,33453.25,1.0
412,ms,2016,5,32641.0,1.0
413,ms,2016,6,22353.0,1.0
414,ms,2016,7,12065.0,1.0
415,ms,2016,8,25266.5,1.0
416,ms,2016,9,38468.0,1.0
417,ms,2016,10,26015.0,1.0
418,ms,2016,11,32107.5,1.0
419,ms,2016,12,38200.0,1.0
420,ms,2017,1,38407.0,1.0
421,ms,2017,2,38652.0,1.5
422,ms,2017,3,38897.0,2.0
423,ms,2017,4,30748.0,1.0
424,ms,2017,5,36773.0,1.0
425,ms,2017,6,32184.0,1.0
426,ms,2017,7,32330.285714285714,1.0
427,ms,2017,8,32476.571428571428,1.0
428,ms,2017,9,32622.85714285714,1.0
429,ms,2017,10,32769.142857142855,1.0
430,ms,2017,11,32915.42857142857,1.0
431,ms,2017,12,33061.71428571428,1.0
432,ms,2018,1,33208.0,1.0
433,ms,2018,2,26598.0,2.0
434,ms,2018,3,24597.5,1.5
435,ms,2018,4,22597.0,1.0
436,ms,2018,5,25003.5,1.0
437,ms,2018,6,27410.0,1.0
438,ms,2018,7,29816.5,1.0
439,ms,2018,8,32223.0,1.0
440,ms,2018,9,30404.6,1.0
441,ms,2018,10,28586.2,1.0
442,ms,2018,11,26767.8,1.0
443,ms,2018,12,24949.4,1.0
444,ms,2019,1,23131.0,1.0
445,ms,2019,2,24764.0,1.3333333333333333
446,ms,2019,3,26397.0,1.6666666666666665
447,ms,2019,4,28030.0,2.0
448,ms,2019,5,28891.666666666668,1.6666666666666667
449,ms,2019,6,29753.333333333332,1.3333333333333335
450,ms,2019,7,30615.0,1.0
451,ms,2019,8,28092.0,1.0
452,ms,2019,9,27277.277777777777,1.0
453,ms,2019,10,26462.555555555555,1.0
454,ms,2019,11,25647.833333333332,1.0
455,ms,2019,12,24833.11111111111,1.0
456,ms,2020,1,24018.38888888889,1.0
457,ms,2020,2,23203.666666666668,1.0
458,ms,2020,3,22388.944444444445,1.0
459,ms,2020,4,21574.222222222223,1.0
460,ms,2020,5,20759.5,1.0
461,ms,2020,6,19944.777777777777,1.0
462,ms,2020,7,19130.055555555555,1.0
463,ms,2020,8,18315.333333333336,1.0
464,ms,2020,9,17500.61111111111,1.0
465,ms,2020,10,16685.88888888889,1.0
466,ms,2020,11,15871.166666666668,1.0
467,ms,2020,12,15056.444444444445,1.0
468,ms,2021,1,14241.722222222223,1.0
469,ms,2021,2,13427.0,1.0
470,ms,2021,3,15250.714285714286,1.0
471,ms,2021,4,17074.428571428572,1.0
472,ms,2021,5,18898.142857142855,1.0
473,ms,2021,6,20721.857142857145,1.0
474,ms,2021,7,22545.571428571428,1.0
475,ms,2021,8,24369.285714285714,1.0
476,ms,2021,9,26193.0,1.0
477,ms,2021,10,26193.0,1.0
478,ms,2021,11,26193.0,1.0
479,ms,2021,12,26193.0,1.0
480,md,2012,1,25993.0,1.0
481,md,2012,2,84941.0,4.0
482,md,2012,3,113693.0,2.0
483,md,2012,4,80994.0,4.0
484,md,2012,5,52058.0,1.0
485,md,2012,6,112399.0,6.0
486,md,2012,7,153843.0,4.0
487,md,2012,8,146245.0,11.0
488,md,2012,9,102215.0,3.0
489,md,2012,10,132559.0,6.0
490,md,2012,11,123648.0,2.0
491,md,2012,12,103815.0,3.0
492,md,2013,1,116850.0,4.0
493,md,2013,2,82751.0,2.0
494,md,2013,3,114028.0,4.0
495,md,2013,4,78708.0,5.0
496,md,2013,5,101193.0,1.0
497,md,2013,6,97642.0,6.0
498,md,2013,7,103053.0,4.0
499,md,2013,8,104662.0,3.0
500,md,2013,9,89392.0,1.0
501,md,2013,10,23269.0,2.0
502,md,2013,11,91788.0,7.0
503,md,2013,12,97260.0,7.0
504,md,2014,1,90454.66666666667,5.666666666666667
505,md,2014,2,83649.33333333333,4.333333333333334
506,md,2014,3,76844.0,3.0
507,md,2014,4,84376.0,3.0
508,md,2014,5,84483.0,3.0
509,md,2014,6,89452.0,3.0
510,md,2014,7,73324.0,2.0
511,md,2014,8,72866.5,1.5
512,md,2014,9,72409.0,1.0
513,md,2014,10,75294.0,1.5
514,md,2014,11,78179.0,2.0
515,md,2014,12,78697.0,3.0
516,md,2015,1,73624.75,3.0
517,md,2015,2,68552.5,3.0
518,md,2015,3,63480.25,3.0
519,md,2015,4,58408.0,3.0
520,md,2015,5,74204.0,2.0
521,md,2015,6,79440.0,1.5
522,md,2015,7,84676.0,1.0
523,md,2015,8,48405.0,2.0
524,md,2015,9,57524.0,1.0
525,md,2015,10,58209.0,1.0
526,md,2015,11,58894.0,1.0
527,md,2015,12,80709.0,1.5
528,md,2016,1,102524.0,2.0
529,md,2016,2,74099.0,1.0
530,md,2016,3,67477.0,1.0
531,md,2016,4,90759.0,1.0
532,md,2016,5,94477.0,2.0
533,md,2016,6,73059.0,3.0
534,md,2016,7,32436.0,1.0
535,md,2016,8,73770.0,1.0
536,md,2016,9,97675.0,2.0
537,md,2016,10,65589.0,1.0
538,md,2016,11,82317.5,1.0
539,md,2016,12,99046.0,1.0
540,md,2017,1,110161.0,4.0
541,md,2017,2,85970.0,3.0
542,md,2017,3,106620.0,1.0
543,md,2017,4,84960.0,3.0
544,md,2017,5,87057.5,2.0
545,md,2017,6,89155.0,1.0
546,md,2017,7,89705.57142857143,1.0
547,md,2017,8,90256.14285714286,1.0
548,md,2017,9,90806.71428571429,1.0
549,md,2017,10,91357.28571428571,1.0
550,md,2017,11,91907.85714285714,1.0
551,md,2017,12,92458.42857142857,1.0
552,md,2018,1,93009.0,1.0
553,md,2018,2,74333.0,1.0
554,md,2018,3,51579.0,6.0
555,md,2018,4,56947.0,4.75
556,md,2018,5,62315.0,3.5
557,md,2018,6,67683.0,2.25
558,md,2018,7,73051.0,1.0
559,md,2018,8,92965.0,1.0
560,md,2018,9,91531.0,3.0
561,md,2018,10,94194.0,4.0
562,md,2018,11,85660.66666666667,4.0
563,md,2018,12,77127.33333333333,4.0
564,md,2019,1,68594.0,4.0
565,md,2019,2,74053.0,1.0
566,md,2019,3,70596.0,2.0
567,md,2019,4,84406.0,3.0
568,md,2019,5,88810.0,1.0
569,md,2019,6,68861.0,4.0
570,md,2019,7,80748.5,3.5
571,md,2019,8,92636.0,3.0
572,md,2019,9,72811.0,2.3333333333333335
573,md,2019,10,52986.0,1.6666666666666667
574,md,2019,11,33161.0,1.0
575,md,2019,12,36890.8,1.0
576,md,2020,1,40620.6,1.0
577,md,2020,2,44350.4,1.0
578,md,2020,3,48080.2,1.0
579,md,2020,4,51810.0,1.0
580,md,2020,5,63801.0,1.0
581,md,2020,6,70193.0,1.0
582,md,2020,7,76585.0,1.0
583,md,2020,8,82977.0,1.0
584,md,2020,9,89369.0,1.0
585,md,2020,10,95761.0,1.0
586,md,2020,11,102153.0,1.0
587,md,2020,12,108545.0,1.0
588,md,2021,1,76179.5,2.5
589,md,2021,2,43814.0,4.0
590,md,2021,3,45244.0,2.0
591,md,2021,4,51512.166666666664,2.0
592,md,2021,5,57780.333333333336,2.0
593,md,2021,6,64048.5,2.0
594,md,2021,7,70316.66666666667,2.0
595,md,2021,8,76584.83333333334,2.0
596,md,2021,9,82853.0,2.0
597,md,2021,10,62757.5,2.5
598,md,2021,11,42662.0,3.0
599,md,2021,12,42662.0,3.0
600,tx,2012,1,105604.0,6.0
601,tx,2012,2,381610.0,14.0
602,tx,2012,3,535875.0,26.0
603,tx,2012,4,376841.0,15.0
604,tx,2012,5,262917.0,11.0
605,tx,2012,6,595476.0,19.0
606,tx,2012,7,840692.0,34.0
607,tx,2012,8,826106.0,28.0
608,tx,2012,9,587968.0,18.0
609,tx,2012,10,773576.0,30.0
610,tx,2012,11,768738.0,22.0
611,tx,2012,12,649271.0,23.0
612,tx,2013,1,735919.0,25.0
613,tx,2013,2,518926.0,15.0
614,tx,2013,3,750934.0,26.0
615,tx,2013,4,550921.0,20.0
616,tx,2013,5,688855.0,32.0
617,tx,2013,6,683031.0,30.0
618,tx,2013,7,715728.0,26.0
619,tx,2013,8,733108.0,30.0
620,tx,2013,9,612668.0,25.0
621,tx,2013,10,160755.0,3.0
622,tx,2013,11,619048.0,13.0
623,tx,2013,12,642491.0,19.0
624,tx,2014,1,559163.5,17.5
625,tx,2014,2,475836.0,16.0
626,tx,2014,3,503477.0,14.0
627,tx,2014,4,577735.0,26.0
628,tx,2014,5,589430.0,19.0
629,tx,2014,6,643091.0,19.0
630,tx,2014,7,534324.0,14.0
631,tx,2014,8,151441.0,3.0
632,tx,2014,9,484164.0,11.0
633,tx,2014,10,447285.0,8.0
634,tx,2014,11,504358.0,16.0
635,tx,2014,12,500988.0,24.0
636,tx,2015,1,386046.3333333333,16.333333333333332
637,tx,2015,2,271104.6666666666,8.666666666666666
638,tx,2015,3,156163.0,1.0
639,tx,2015,4,373670.0,12.0
640,tx,2015,5,503518.0,15.0
641,tx,2015,6,467753.0,4.0
642,tx,2015,7,584637.0,4.0
643,tx,2015,8,334615.0,5.0
644,tx,2015,9,412602.0,9.0
645,tx,2015,10,507275.0,16.0
646,tx,2015,11,426746.0,9.0
647,tx,2015,12,378697.0,12.0
648,tx,2016,1,670338.0,15.0
649,tx,2016,2,491088.0,15.0
650,tx,2016,3,493772.0,11.0
651,tx,2016,4,684640.0,23.0
652,tx,2016,5,723538.0,22.0
653,tx,2016,6,578275.0,16.0
654,tx,2016,7,249691.0,7.0
655,tx,2016,8,546678.0,12.0
656,tx,2016,9,729645.0,15.0
657,tx,2016,10,490209.0,12.0
658,tx,2016,11,641704.0,24.0
659,tx,2016,12,717800.0,31.0
660,tx,2017,1,770808.0,23.0
661,tx,2017,2,641768.0,42.0
662,tx,2017,3,772483.0,27.0
663,tx,2017,4,626030.0,28.0
664,tx,2017,5,811023.0,20.0
665,tx,2017,6,712483.0,11.0
666,tx,2017,7,709391.5714285715,11.571428571428571
667,tx,2017,8,706300.1428571428,12.142857142857142
668,tx,2017,9,703208.7142857143,12.714285714285714
669,tx,2017,10,700117.2857142857,13.285714285714285
670,tx,2017,11,697025.8571428572,13.857142857142858
671,tx,2017,12,693934.4285714285,14.428571428571429
672,tx,2018,1,690843.0,15.0
673,tx,2018,2,563149.0,9.0
674,tx,2018,3,390305.0,19.0
675,tx,2018,4,485681.0,37.0
676,tx,2018,5,93544.0,2.0
677,tx,2018,6,385609.0,16.0
678,tx,2018,7,575674.0,8.0
679,tx,2018,8,727308.0,38.0
680,tx,2018,9,722549.0,16.0
681,tx,2018,10,747037.0,13.0
682,tx,2018,11,663779.6666666666,22.666666666666664
683,tx,2018,12,580522.3333333334,32.33333333333333
684,tx,2019,1,497265.0,42.0
685,tx,2019,2,553062.0,4.0
686,tx,2019,3,521594.0,6.0
687,tx,2019,4,639410.0,43.0
688,tx,2019,5,680853.0,4.0
689,tx,2019,6,532461.0,24.0
690,tx,2019,7,704230.0,24.0
691,tx,2019,8,686731.0,16.0
692,tx,2019,9,536501.3333333334,12.666666666666666
693,tx,2019,10,386271.6666666667,9.333333333333332
694,tx,2019,11,236042.0,6.0
695,tx,2019,12,273200.0,6.666666666666667
696,tx,2020,1,310358.0,7.333333333333333
697,tx,2020,2,347516.0,8.0
698,tx,2020,3,349225.0,6.0
699,tx,2020,4,350934.0,4.0
700,tx,2020,5,405299.0,7.0
701,tx,2020,6,350438.0,3.0
702,tx,2020,7,17411.0,2.0
703,tx,2020,8,711151.0,6.0
704,tx,2020,9,669447.0,3.0
705,tx,2020,10,708416.0,5.0
706,tx,2020,11,709005.0,3.0
