,USstate,year,month,nTweets_x,nTweets_y,misogyny_proportion
2717,mi,2018,6,65678.0,2.0,3.045159718627242e-05
2718,mi,2018,7,97081.5,3.0,3.0791817972830335e-05
2719,mi,2018,8,128485.0,4.0,3.1132038759388256e-05
2720,mi,2018,9,125208.0,4.0,3.1946840457478754e-05
2721,mi,2018,10,116759.25,4.25,3.763433423095872e-05
2722,mi,2018,11,108310.5,4.5,4.3321828004438675e-05
2723,mi,2018,12,99861.75,4.75,4.900932177791863e-05
2724,mi,2019,1,91413.0,5.0,5.4696815551398596e-05
2725,mi,2019,2,97889.66666666667,4.666666666666667,4.849356974076652e-05
2726,mi,2019,3,104366.33333333333,4.333333333333333,4.2290323930134435e-05
2727,mi,2019,4,110843.0,4.0,3.608707811950236e-05
2728,mi,2019,5,99968.5,2.5,2.3655589253928115e-05
2729,mi,2019,6,89094.0,1.0,1.1224100388353874e-05
2730,mi,2019,7,119638.0,2.0,1.6717096574666913e-05
2731,mi,2019,8,116730.0,1.0,8.566778034781118e-06
2732,mi,2019,9,91323.33333333333,1.0,1.3939606322537367e-05
2733,mi,2019,10,65916.66666666666,1.0,1.9312434610293616e-05
2734,mi,2019,11,40510.0,1.0,2.4685262898049865e-05
2735,mi,2019,12,50114.22222222222,1.0,2.281770491772053e-05
2736,mi,2020,1,59718.444444444445,1.0,2.0950146937391197e-05
2737,mi,2020,2,69322.66666666667,1.0,1.9082588957061866e-05
2738,mi,2020,3,78926.88888888889,1.0,1.7215030976732532e-05
2739,mi,2020,4,88531.11111111111,1.0,1.5347472996403198e-05
2740,mi,2020,5,98135.33333333334,1.0,1.3479915016073865e-05
2741,mi,2020,6,107739.55555555556,1.0,1.1612357035744533e-05
2742,mi,2020,7,117343.77777777778,1.0,9.744799055415199e-06
2743,mi,2020,8,126948.0,1.0,7.877241075085863e-06
2744,mi,2020,9,133554.33333333334,1.0,7.5226676335830575e-06
2745,mi,2020,10,140160.66666666666,1.0,7.1680941920802514e-06
2746,mi,2020,11,146767.0,1.0,6.813520750577446e-06
2747,mi,2020,12,141207.0,1.0,7.081801893673826e-06
2748,mi,2021,1,97713.5,1.5,2.198427977383802e-05
2749,mi,2021,2,54220.0,2.0,3.688675765400221e-05
2750,mi,2021,3,56361.0,1.0,1.7742765387413283e-05
2751,mi,2021,4,54785.666666666664,1.0,1.828407980089842e-05
2752,mi,2021,5,53210.333333333336,1.0,1.8825394214383556e-05
2753,mi,2021,6,51635.0,1.0,1.9366708627868692e-05
2754,mi,2021,7,69993.0,1.3333333333333333,1.9158659600541285e-05
2755,mi,2021,8,88351.0,1.6666666666666665,1.8950610573213882e-05
2756,mi,2021,9,106709.0,2.0,1.8742561545886476e-05
2757,mi,2021,10,80943.0,1.5,1.843302751524528e-05
2758,mi,2021,11,55177.0,1.0,1.812349348460409e-05
2759,mi,2021,12,32588.0,1.0,5.9066747242352054e-05
2760,mn,2012,1,9999.0,1.0,0.00010001000100010001
2761,mn,2012,2,31801.5,2.0,7.798798684435267e-05
2762,mn,2012,3,53604.0,3.0,5.596597268860533e-05
2763,mn,2012,4,40232.0,2.0,4.971167230065619e-05
2764,mn,2012,5,27845.0,2.0,7.182618064284431e-05
2765,mn,2012,6,56980.0,3.0,5.265005265005265e-05
2766,mn,2012,7,82187.0,5.0,6.083687201138866e-05
2767,mn,2012,8,87127.0,4.0,4.590999345782593e-05
2768,mn,2012,9,66923.0,3.0,4.4827637732916934e-05
2769,mn,2012,10,94181.0,2.0,2.1235705715590193e-05
2770,mn,2012,11,93277.0,3.0,3.216226936972673e-05
2771,mn,2012,12,82035.0,3.0,3.656975681111721e-05
2772,mn,2013,1,91281.0,3.0,3.28655470470306e-05
2773,mn,2013,2,70392.0,2.0,2.8412319581770656e-05
2774,mn,2013,3,100528.0,4.0,3.978990927900685e-05
2775,mn,2013,4,92036.0,3.3333333333333335,3.540933638195759e-05
2776,mn,2013,5,83544.0,2.666666666666667,3.102876348490834e-05
2777,mn,2013,6,75052.0,2.0,2.6648190587859083e-05
2778,mn,2013,7,75522.0,4.0,5.296469902809777e-05
2779,mn,2013,8,79814.0,3.0,3.758739068333876e-05
2780,mn,2013,9,73555.0,5.0,6.797634423220719e-05
2781,mn,2013,10,75321.5,4.0,5.344645356068641e-05
2782,mn,2013,11,77088.0,3.0,3.891656288916563e-05
2783,mn,2013,12,75030.0,2.0,2.6656004264960682e-05
2784,mn,2014,1,68651.5,2.0,2.938632596463874e-05
2785,mn,2014,2,62273.0,2.0,3.21166476643168e-05
2786,mn,2014,3,63130.0,2.0,3.168065895770632e-05
2787,mn,2014,4,69632.0,3.0,4.3083639705882356e-05
2788,mn,2014,5,68007.0,1.0,1.4704368667931243e-05
2789,mn,2014,6,66797.0,3.0,4.4912196655538424e-05
2790,mn,2014,7,54759.0,1.0,1.82618382366369e-05
2791,mn,2014,8,15054.0,1.0,6.642752756742394e-05
2792,mn,2014,9,33346.0,1.0,4.2896555526227176e-05
2793,mn,2014,10,51638.0,1.0,1.9365583485030405e-05
2794,mn,2014,11,54297.0,1.0,1.8461498112344545e-05
2795,mn,2014,12,56956.0,1.0,1.7557412739658685e-05
2796,mn,2015,1,57071.0,1.1428571428571428,1.9995702249744765e-05
2797,mn,2015,2,57186.0,1.2857142857142856,2.243399175983085e-05
2798,mn,2015,3,57301.0,1.4285714285714286,2.487228126991693e-05
2799,mn,2015,4,57416.0,1.5714285714285714,2.731057078000301e-05
2800,mn,2015,5,57531.0,1.7142857142857142,2.974886029008909e-05
2801,mn,2015,6,57646.0,1.8571428571428572,3.218714980017517e-05
2802,mn,2015,7,57761.0,2.0,3.462543931026125e-05
2803,mn,2015,8,49022.5,1.5,2.9724595337783786e-05
2804,mn,2015,9,40284.0,1.0,2.4823751365306323e-05
2805,mn,2015,10,49553.0,2.0,4.036082578249551e-05
2806,mn,2015,11,44579.0,1.0,2.243208685704031e-05
2807,mn,2015,12,34551.0,1.0,2.8942722352464474e-05
2808,mn,2016,1,71334.0,1.0,1.401856057420024e-05
2809,mn,2016,2,69046.33333333333,1.0,1.4515990329287728e-05
2810,mn,2016,3,66758.66666666667,1.0,1.5013420084375216e-05
2811,mn,2016,4,64471.0,1.0,1.5510849839462703e-05
2812,mn,2016,5,60572.0,2.0,3.3018556428712935e-05
2813,mn,2016,6,57745.333333333336,1.6666666666666667,2.8411306169655153e-05
2814,mn,2016,7,54918.666666666664,1.3333333333333335,2.380405591059737e-05
2815,mn,2016,8,52092.0,1.0,1.9196805651539585e-05
2816,mn,2016,9,70210.0,1.0,1.424298532972511e-05
2817,mn,2016,10,66733.5,1.0,1.5025756224626692e-05
2818,mn,2016,11,63257.0,1.0,1.5808527119528275e-05
2819,mn,2016,12,68738.0,1.5,2.1377902385401776e-05
2820,mn,2017,1,74219.0,2.0,2.694727765127528e-05
2821,mn,2017,2,59573.0,1.0,1.678612794386719e-05
2822,mn,2017,3,72479.0,1.0,1.3797099849611611e-05
2823,mn,2017,4,70226.5,1.0,1.4254303595326887e-05
2824,mn,2017,5,67974.0,1.0,1.4711507341042164e-05
2825,mn,2017,6,59466.0,2.0,3.363266404331887e-05
2826,mn,2017,7,56512.88888888889,2.0,3.665264074857891e-05
2827,mn,2017,8,53559.77777777778,2.0,3.967261745383895e-05
2828,mn,2017,9,50606.666666666664,2.0,4.269259415909899e-05
2829,mn,2017,10,47653.555555555555,2.0,4.5712570864359024e-05
2830,mn,2017,11,44700.444444444445,2.0,4.873254756961906e-05
2831,mn,2017,12,41747.33333333333,2.0,5.175252427487909e-05
2832,mn,2018,1,38794.22222222222,2.0,5.477250098013913e-05
2833,mn,2018,2,35841.11111111111,2.0,5.779247768539917e-05
2834,mn,2018,3,32888.0,2.0,6.081245439065921e-05
2835,mn,2018,4,41016.0,1.0,2.4380729471425787e-05
2836,mn,2018,5,35062.0,1.0,2.936777300835272e-05
2837,mn,2018,6,29108.0,1.0,3.435481654527965e-05
2838,mn,2018,7,42215.0,1.5,3.525339974077185e-05
2839,mn,2018,8,55322.0,2.0,3.615198293626405e-05
2840,mn,2018,9,56504.0,4.0,7.079144839303412e-05
2841,mn,2018,10,54328.11111111111,3.7777777777777777,6.894458898414845e-05
2842,mn,2018,11,52152.22222222222,3.5555555555555554,6.709772957526276e-05
2843,mn,2018,12,49976.333333333336,3.3333333333333335,6.525087016637709e-05
2844,mn,2019,1,47800.444444444445,3.111111111111111,6.34040107574914e-05
2845,mn,2019,2,45624.555555555555,2.888888888888889,6.155715134860573e-05
2846,mn,2019,3,43448.66666666667,2.666666666666667,5.9710291939720055e-05
2847,mn,2019,4,41272.77777777778,2.4444444444444446,5.7863432530834376e-05
2848,mn,2019,5,39096.88888888889,2.2222222222222223,5.60165731219487e-05
2849,mn,2019,6,36921.0,2.0,5.4169713713063024e-05
2850,mn,2019,7,43428.0,2.5,5.712390762252731e-05
2851,mn,2019,8,49935.0,3.0,6.007810153199159e-05
2852,mn,2019,9,49299.294117647056,2.8823529411764706,5.804745707587206e-05
2853,mn,2019,10,48663.58823529412,2.764705882352941,5.601681261975252e-05
2854,mn,2019,11,48027.882352941175,2.6470588235294117,5.398616816363299e-05
2855,mn,2019,12,47392.17647058824,2.5294117647058822,5.195552370751346e-05
2856,mn,2020,1,46756.470588235294,2.411764705882353,4.992487925139392e-05
2857,mn,2020,2,46120.76470588235,2.2941176470588234,4.789423479527439e-05
2858,mn,2020,3,45485.05882352941,2.1764705882352944,4.586359033915486e-05
2859,mn,2020,4,44849.35294117647,2.0588235294117645,4.383294588303532e-05
2860,mn,2020,5,44213.64705882353,1.9411764705882353,4.180230142691579e-05
2861,mn,2020,6,43577.94117647059,1.8235294117647058,3.9771656970796255e-05
2862,mn,2020,7,42942.23529411765,1.7058823529411764,3.774101251467672e-05
2863,mn,2020,8,42306.529411764706,1.5882352941176472,3.5710368058557185e-05
2864,mn,2020,9,41670.82352941176,1.4705882352941178,3.3679723602437654e-05
2865,mn,2020,10,41035.117647058825,1.3529411764705883,3.1649079146318115e-05
2866,mn,2020,11,40399.41176470588,1.2352941176470589,2.9618434690198587e-05
2867,mn,2020,12,39763.70588235294,1.1176470588235294,2.7587790234079052e-05
2868,mn,2021,1,39128.0,1.0,2.5557145777959517e-05
2869,mn,2021,2,36515.0,1.0,2.81194303161097e-05
2870,mn,2021,3,33902.0,1.0,3.0681714854259886e-05
2871,mn,2021,4,31289.0,1.0,3.324399939241007e-05
2872,mn,2021,5,28676.0,1.0,3.580628393056025e-05
2873,mn,2021,6,26063.0,1.0,3.8368568468710435e-05
2874,mn,2021,7,28990.666666666668,1.1111111111111112,3.834530532587196e-05
2875,mn,2021,8,31918.333333333332,1.2222222222222223,3.8322042183033484e-05
2876,mn,2021,9,34846.0,1.3333333333333333,3.829877904019501e-05
2877,mn,2021,10,37773.666666666664,1.4444444444444444,3.8275515897356534e-05
2878,mn,2021,11,40701.33333333333,1.5555555555555556,3.825225275451806e-05
2879,mn,2021,12,43629.0,1.6666666666666665,3.8228989611679584e-05
2880,ms,2012,1,46556.666666666664,1.7777777777777777,3.820572646884111e-05
2881,ms,2012,2,49484.33333333333,1.8888888888888888,3.8182463326002634e-05
2882,ms,2012,3,52412.0,2.0,3.815920018316416e-05
2883,ms,2012,4,35872.0,3.0,8.363068688670829e-05
2884,ms,2012,5,45521.0,2.0,5.087823994507609e-05
2885,ms,2012,6,55170.0,1.0,1.81257930034439e-05
2886,ms,2012,7,61356.0,1.5,2.386849894168523e-05
2887,ms,2012,8,67542.0,2.0,2.9611204879926563e-05
2888,ms,2012,9,49054.0,3.0,6.115709218412361e-05
2889,ms,2012,10,62183.0,1.0,1.6081565701236672e-05
2890,ms,2012,11,55161.5,1.0,1.8427155929139316e-05
2891,ms,2012,12,48140.0,1.0,2.077274615704196e-05
2892,ms,2013,1,52339.0,1.0,1.9106211429335678e-05
2893,ms,2013,2,35606.0,2.0,5.617030837499298e-05
2894,ms,2013,3,47255.0,5.0,0.00010580890911014708
2895,ms,2013,4,32248.0,1.0,3.1009675018605804e-05
2896,ms,2013,5,41343.0,2.0,4.8375783082988655e-05
2897,ms,2013,6,40694.0,2.0,4.9147294441441e-05
2898,ms,2013,7,40481.0,2.0,4.9405894123168895e-05
2899,ms,2013,8,40208.0,1.0,2.487067250298448e-05
2900,ms,2013,9,34956.0,6.0,0.00017164435290078958
2901,ms,2013,10,34912.666666666664,5.0,0.00014314374766214702
2902,ms,2013,11,34869.333333333336,4.0,0.00011464314242350446
2903,ms,2013,12,34826.0,3.0,8.614253718486189e-05
2904,ms,2014,1,30128.5,2.5,8.239335580882039e-05
2905,ms,2014,2,25431.0,2.0,7.864417443277889e-05
2906,ms,2014,3,27419.75,1.75,6.647129951804849e-05
2907,ms,2014,4,29408.5,1.5,5.4298424603318096e-05
2908,ms,2014,5,31397.25,1.25,4.21255496885877e-05
2909,ms,2014,6,33386.0,1.0,2.9952674773857304e-05
2910,ms,2014,7,32080.833333333332,1.1666666666666667,3.80043241324569e-05
2911,ms,2014,8,30775.666666666668,1.3333333333333333,4.60559734910565e-05
2912,ms,2014,9,29470.5,1.5,5.4107622849656104e-05
2913,ms,2014,10,28165.333333333332,1.6666666666666665,6.21592722082557e-05
2914,ms,2014,11,26860.166666666664,1.8333333333333333,7.02109215668553e-05
2915,ms,2014,12,25555.0,2.0,7.82625709254549e-05
2916,ms,2015,1,19491.333333333332,2.0,0.00014270555606509596
2917,ms,2015,2,13427.666666666666,2.0,0.000207148541204737
2918,ms,2015,3,7364.0,2.0,0.00027159152634437803
2919,ms,2015,4,11750.333333333332,1.6666666666666667,0.00019730295750022478
2920,ms,2015,5,16136.666666666666,1.3333333333333335,0.00012301438865607156
2921,ms,2015,6,20523.0,1.0,4.8725819811918335e-05
2922,ms,2015,7,20988.75,1.0,4.7712058953462114e-05
2923,ms,2015,8,21454.5,1.0,4.669829809500589e-05
2924,ms,2015,9,21920.25,1.0,4.568453723654967e-05
2925,ms,2015,10,22386.0,1.0,4.467077637809345e-05
2926,ms,2015,11,26887.333333333332,1.0,3.906815573901317e-05
2927,ms,2015,12,31388.666666666664,1.0,3.346553509993289e-05
2928,ms,2016,1,35890.0,1.0,2.7862914460852604e-05
2929,ms,2016,2,35077.75,1.0,2.8556264917971795e-05
2930,ms,2016,3,34265.5,1.0,2.924961537509099e-05
2931,ms,2016,4,33453.25,1.0,2.994296583221018e-05
2932,ms,2016,5,32641.0,1.0,3.063631628932937e-05
2933,ms,2016,6,22353.0,1.0,5.6760346292198874e-05
2934,ms,2016,7,12065.0,1.0,8.288437629506838e-05
2935,ms,2016,8,25266.5,1.0,5.4440004514384554e-05
2936,ms,2016,9,38468.0,1.0,2.599563273370074e-05
2937,ms,2016,10,26015.0,1.0,3.843936190659235e-05
2938,ms,2016,11,32107.5,1.0,3.230868618889827e-05
2939,ms,2016,12,38200.0,1.0,2.6178010471204188e-05
2940,ms,2017,1,38407.0,1.0,2.603692035306064e-05
2941,ms,2017,2,38652.0,1.5,3.872738374390055e-05
2942,ms,2017,3,38897.0,2.0,5.141784713474047e-05
2943,ms,2017,4,30748.0,1.0,3.252244048393391e-05
2944,ms,2017,5,36773.0,1.0,2.7193865064041554e-05
2945,ms,2017,6,32184.0,1.0,3.107133979617201e-05
2946,ms,2017,7,32330.285714285714,1.0,3.093446635796745e-05
2947,ms,2017,8,32476.571428571428,1.0,3.079759291976288e-05
2948,ms,2017,9,32622.85714285714,1.0,3.066071948155832e-05
2949,ms,2017,10,32769.142857142855,1.0,3.0523846043353755e-05
2950,ms,2017,11,32915.42857142857,1.0,3.038697260514919e-05
2951,ms,2017,12,33061.71428571428,1.0,3.0250099166944628e-05
2952,ms,2018,1,33208.0,1.0,3.0113225728740063e-05
2953,ms,2018,2,26598.0,2.0,7.519362358072035e-05
2954,ms,2018,3,24597.5,1.5,5.972364278562503e-05
2955,ms,2018,4,22597.0,1.0,4.425366199052971e-05
2956,ms,2018,5,25003.5,1.0,4.09486799100217e-05
2957,ms,2018,6,27410.0,1.0,3.764369782951369e-05
2958,ms,2018,7,29816.5,1.0,3.433871574900567e-05
2959,ms,2018,8,32223.0,1.0,3.103373366849766e-05
2960,ms,2018,9,30404.6,1.0,3.3473392191812524e-05
2961,ms,2018,10,28586.2,1.0,3.591305071512739e-05
2962,ms,2018,11,26767.8,1.0,3.8352709238442256e-05
2963,ms,2018,12,24949.4,1.0,4.0792367761757115e-05
2964,ms,2019,1,23131.0,1.0,4.323202628507198e-05
2965,ms,2019,2,24764.0,1.3333333333333333,5.260539176526501e-05
2966,ms,2019,3,26397.0,1.6666666666666665,6.197875724545805e-05
2967,ms,2019,4,28030.0,2.0,7.135212272565108e-05
2968,ms,2019,5,28891.666666666668,1.6666666666666667,5.845599079418167e-05
2969,ms,2019,6,29753.333333333332,1.3333333333333335,4.555985886271226e-05
2970,ms,2019,7,30615.0,1.0,3.266372693124286e-05
2971,ms,2019,8,28092.0,1.0,3.559732308130429e-05
2972,ms,2019,9,27277.277777777777,1.0,3.775729404771247e-05
2973,ms,2019,10,26462.555555555555,1.0,3.991726501412065e-05
2974,ms,2019,11,25647.833333333332,1.0,4.207723598052883e-05
2975,ms,2019,12,24833.11111111111,1.0,4.423720694693701e-05
2976,ms,2020,1,24018.38888888889,1.0,4.6397177913345185e-05
2977,ms,2020,2,23203.666666666668,1.0,4.8557148879753363e-05
2978,ms,2020,3,22388.944444444445,1.0,5.071711984616155e-05
2979,ms,2020,4,21574.222222222223,1.0,5.2877090812569726e-05
2980,ms,2020,5,20759.5,1.0,5.5037061778977904e-05
2981,ms,2020,6,19944.777777777777,1.0,5.719703274538609e-05
2982,ms,2020,7,19130.055555555555,1.0,5.935700371179427e-05
2983,ms,2020,8,18315.333333333336,1.0,6.151697467820244e-05
2984,ms,2020,9,17500.61111111111,1.0,6.367694564461062e-05
2985,ms,2020,10,16685.88888888889,1.0,6.58369166110188e-05
2986,ms,2020,11,15871.166666666668,1.0,6.799688757742699e-05
2987,ms,2020,12,15056.444444444445,1.0,7.015685854383516e-05
2988,ms,2021,1,14241.722222222223,1.0,7.231682951024335e-05
2989,ms,2021,2,13427.0,1.0,7.447680047665153e-05
2990,ms,2021,3,15250.714285714286,1.0,6.92912774367721e-05
2991,ms,2021,4,17074.428571428572,1.0,6.410575439689266e-05
2992,ms,2021,5,18898.142857142855,1.0,5.892023135701324e-05
2993,ms,2021,6,20721.857142857145,1.0,5.3734708317133805e-05
2994,ms,2021,7,22545.571428571428,1.0,4.854918527725437e-05
2995,ms,2021,8,24369.285714285714,1.0,4.336366223737495e-05
2996,ms,2021,9,26193.0,1.0,3.8178139197495516e-05
2997,ms,2021,10,25004.25,1.25,5.195667558013489e-05
2998,ms,2021,11,23815.5,1.5,6.573521196277424e-05
2999,ms,2021,12,22626.75,1.75,7.951374834541361e-05
3000,mo,2012,1,21438.0,2.0,9.329228472805298e-05
3001,mo,2012,2,74702.0,4.0,5.3546089796792586e-05
3002,mo,2012,3,107892.0,3.0,2.7805583361138918e-05
3003,mo,2012,4,76654.0,2.0,2.609126725285047e-05
3004,mo,2012,5,51574.0,1.0,1.9389614922247643e-05
3005,mo,2012,6,112641.0,9.0,7.98998588435827e-05
3006,mo,2012,7,161010.0,8.0,4.9686354884789766e-05
3007,mo,2012,8,150987.0,7.0,4.63616072906939e-05
3008,mo,2012,9,115169.0,5.0,4.3414460488499506e-05
3009,mo,2012,10,157611.0,7.0,4.4413143752656856e-05
3010,mo,2012,11,153406.0,5.0,3.259324928620784e-05
3011,mo,2012,12,130478.0,1.0,7.664127285825963e-06
3012,mo,2013,1,140860.0,5.0,3.5496237398835724e-05
3013,mo,2013,2,108387.0,2.0,1.8452397427735797e-05
3014,mo,2013,3,147046.0,2.0,1.3601186023421243e-05
3015,mo,2013,4,104546.0,2.0,1.9130334972165364e-05
3016,mo,2013,5,129833.0,2.0,1.5404404119137663e-05
3017,mo,2013,6,118732.0,2.0,1.6844658558771013e-05
3018,mo,2013,7,123156.0,7.0,5.683848127578031e-05
3019,mo,2013,8,126413.0,5.0,3.955289408526022e-05
3020,mo,2013,9,113316.0,2.0,1.7649758198312683e-05
3021,mo,2013,10,114205.5,2.0,1.751335383741604e-05
3022,mo,2013,11,115095.0,2.0,1.7376949476519398e-05
3023,mo,2013,12,116515.0,4.0,3.4330343732566626e-05
3024,mo,2014,1,103872.0,2.5,2.2645885235935507e-05
3025,mo,2014,2,91229.0,1.0,1.0961426739304388e-05
3026,mo,2014,3,94723.0,2.0,2.111419612976785e-05
3027,mo,2014,4,103444.0,2.0,1.9334132477475734e-05
3028,mo,2014,5,102565.0,3.5,3.4252554899910496e-05
3029,mo,2014,6,101686.0,5.0,4.917097732234526e-05
3030,mo,2014,7,84046.0,1.0,1.189824619851034e-05
3031,mo,2014,8,86948.5,1.5,1.707865977664329e-05
3032,mo,2014,9,89851.0,2.0,2.225907335477624e-05
3033,mo,2014,10,89803.0,2.0,2.2270970902976514e-05
3034,mo,2014,11,90367.5,1.5,1.6634099800672264e-05
3035,mo,2014,12,90932.0,1.0,1.0997228698368011e-05
3036,mo,2015,1,84948.5,1.0,1.1979376194064674e-05
3037,mo,2015,2,78965.0,1.0,1.2961523689761335e-05
3038,mo,2015,3,72981.5,1.0,1.3943671185457998e-05
3039,mo,2015,4,66998.0,1.0,1.4925818681154661e-05
3040,mo,2015,5,85486.0,1.0,1.1697821865568631e-05
3041,mo,2015,6,80136.0,2.0,2.495757212738345e-05
3042,mo,2015,7,94312.0,2.0,2.1206209178047333e-05
3043,mo,2015,8,79772.5,2.0,2.5932769022669213e-05
3044,mo,2015,9,65233.0,2.0,3.065932886729109e-05
3045,mo,2015,10,71444.6,1.8,2.660450040780822e-05
3046,mo,2015,11,77656.2,1.6,2.2549671948325348e-05
3047,mo,2015,12,83867.8,1.4,1.8494843488842472e-05
3048,mo,2016,1,90079.4,1.2,1.44400150293596e-05
3049,mo,2016,2,96291.0,1.0,1.0385186569876728e-05
3050,mo,2016,3,77064.0,2.0,2.5952455102252672e-05
3051,mo,2016,4,98702.0,4.0,4.052602784138113e-05
3052,mo,2016,5,95505.0,1.0,1.0470655986597561e-05
3053,mo,2016,6,69831.0,1.0,1.4320287551374032e-05
3054,mo,2016,7,33082.0,2.0,6.0455837011063415e-05
3055,mo,2016,8,70618.0,2.0,3.947399354667674e-05
3056,mo,2016,9,108154.0,2.0,1.849215008229007e-05
3057,mo,2016,10,72979.0,3.0,4.110771591827786e-05
3058,mo,2016,11,83692.0,3.0,3.691826253605492e-05
3059,mo,2016,12,94405.0,3.0,3.272880915383199e-05
3060,mo,2017,1,105118.0,3.0,2.8539355771609048e-05
3061,mo,2017,2,97723.33333333333,2.6666666666666665,2.706475777174319e-05
3062,mo,2017,3,90328.66666666667,2.3333333333333335,2.5590159771877336e-05
3063,mo,2017,4,82934.0,2.0,2.411556177201148e-05
3064,mo,2017,5,84137.0,2.0,2.3806147187997554e-05
3065,mo,2017,6,85340.0,2.0,2.3496732603983625e-05
3066,mo,2017,7,86543.0,2.0,2.31873180199697e-05
3067,mo,2017,8,87746.0,2.0,2.287790343595577e-05
3068,mo,2017,9,88949.0,2.0,2.2568488851941845e-05
3069,mo,2017,10,90152.0,2.0,2.2259074267927916e-05
3070,mo,2017,11,91355.0,2.0,2.194965968391399e-05
3071,mo,2017,12,92558.0,2.0,2.164024509990006e-05
3072,mo,2018,1,93761.0,2.0,2.1330830515886136e-05
3073,mo,2018,2,72445.0,2.5,4.000297319962e-05
3074,mo,2018,3,51129.0,3.0,5.867511588335387e-05
3075,mo,2018,4,61748.0,1.0,1.619485651357129e-05
3076,mo,2018,5,64436.333333333336,1.0,1.557123093389438e-05
3077,mo,2018,6,67124.66666666667,1.0,1.494760535421747e-05
3078,mo,2018,7,69813.0,1.0,1.4323979774540559e-05
3079,mo,2018,8,89031.0,2.0,2.246408554323775e-05
3080,mo,2018,9,89595.0,3.0,3.348401138456387e-05
3081,mo,2018,10,92693.0,1.0,1.0788301166215356e-05
3082,mo,2018,11,83397.0,1.0,1.2335836813790975e-05
3083,mo,2018,12,74101.0,1.0,1.3883372461366591e-05
3084,mo,2019,1,64805.0,1.0,1.543090810894221e-05
3085,mo,2019,2,67595.33333333333,2.666666666666667,3.761863754764727e-05
3086,mo,2019,3,70385.66666666667,4.333333333333334,5.980636698635233e-05
3087,mo,2019,4,73176.0,6.0,8.199409642505739e-05
3088,mo,2019,5,66826.5,4.0,5.753225994591494e-05
3089,mo,2019,6,60477.0,2.0,3.307042346677249e-05
3090,mo,2019,7,69095.5,1.5,2.296905891664795e-05
3091,mo,2019,8,77714.0,1.0,1.2867694366523407e-05
3092,mo,2019,9,78668.2,1.0,1.2734273153569202e-05
3093,mo,2019,10,79622.4,1.0,1.2600851940614996e-05
3094,mo,2019,11,80576.6,1.0,1.2467430727660791e-05
3095,mo,2019,12,81530.8,1.0,1.2334009514706586e-05
3096,mo,2020,1,82485.0,1.0,1.220058830175238e-05
3097,mo,2020,2,83439.2,1.0,1.2067167088798176e-05
3098,mo,2020,3,84393.4,1.0,1.193374587584397e-05
3099,mo,2020,4,85347.6,1.0,1.1800324662889765e-05
3100,mo,2020,5,86301.8,1.0,1.166690344993556e-05
3101,mo,2020,6,87256.0,1.0,1.1533482236981356e-05
3102,mo,2020,7,88210.2,1.0,1.1400061024027151e-05
3103,mo,2020,8,89164.4,1.0,1.1266639811072946e-05
3104,mo,2020,9,90118.6,1.0,1.113321859811874e-05
3105,mo,2020,10,91072.8,1.0,1.0999797385164536e-05
3106,mo,2020,11,92027.0,1.0,1.086637617221033e-05
3107,mo,2020,12,77869.0,1.0,1.5212926641094461e-05
3108,mo,2021,1,63711.0,1.0,1.9559477109978594e-05
3109,mo,2021,2,49553.0,1.0,2.390602757886272e-05
3110,mo,2021,3,35395.0,1.0,2.8252578047746855e-05
3111,mo,2021,4,35322.0,1.0,2.8311949289542167e-05
3112,mo,2021,5,35249.0,1.0,2.8371320531337478e-05
3113,mo,2021,6,35176.0,1.0,2.843069177313279e-05
3114,mo,2021,7,35103.0,1.0,2.84900630149281e-05
3115,mo,2021,8,35030.0,1.0,2.8549434256723412e-05
3116,mo,2021,9,34957.0,1.0,2.8608805498518724e-05
3117,mo,2021,10,34884.0,1.0,2.8668176740314035e-05
3118,mo,2021,11,34811.0,1.0,2.8727547982109346e-05
3119,mo,2021,12,34738.0,1.0,2.8786919223904658e-05
3120,mt,2012,1,33885.62857142857,1.0,3.37893957709077e-05
3121,mt,2012,2,33033.25714285714,1.0,3.8791872317910744e-05
3122,mt,2012,3,32180.885714285716,1.0,4.3794348864913785e-05
3123,mt,2012,4,31328.514285714286,1.0,4.8796825411916834e-05
3124,mt,2012,5,30476.142857142855,1.0,5.379930195891988e-05
3125,mt,2012,6,29623.77142857143,1.0,5.8801778505922916e-05
3126,mt,2012,7,28771.4,1.0,6.380425505292596e-05
3127,mt,2012,8,27919.02857142857,1.0,6.880673159992901e-05
3128,mt,2012,9,27066.65714285714,1.0,7.380920814693205e-05
3129,mt,2012,10,26214.285714285714,1.0,7.88116846939351e-05
3130,mt,2012,11,25361.914285714287,1.0,8.381416124093814e-05
3131,mt,2012,12,24509.542857142857,1.0,8.881663778794118e-05
3132,mt,2013,1,23657.171428571426,1.0,9.381911433494423e-05
3133,mt,2013,2,22804.8,1.0,9.882159088194727e-05
3134,mt,2013,3,21952.428571428572,1.0,0.00010382406742895031
3135,mt,2013,4,21100.057142857142,1.0,0.00010882654397595336
3136,mt,2013,5,20247.68571428571,1.0,0.0001138290205229564
3137,mt,2013,6,19395.314285714285,1.0,0.00011883149706995944
3138,mt,2013,7,18542.942857142858,1.0,0.0001238339736169625
3139,mt,2013,8,17690.571428571428,1.0,0.00012883645016396555
3140,mt,2013,9,16838.199999999997,1.0,0.00013383892671096857
