,USstate,year,month,nTweets_x,nTweets_y,misogyny_proportion
3141,mt,2013,10,15985.82857142857,1.0,0.00013884140325797162
3142,mt,2013,11,15133.457142857143,1.0,0.00014384387980497467
3143,mt,2013,12,14281.085714285713,1.0,0.00014884635635197772
3144,mt,2014,1,13428.714285714283,1.0,0.00015384883289898076
3145,mt,2014,2,12576.342857142856,1.0,0.0001588513094459838
3146,mt,2014,3,11723.971428571429,1.0,0.00016385378599298686
3147,mt,2014,4,10871.599999999999,1.0,0.0001688562625399899
3148,mt,2014,5,10019.228571428568,1.0,0.00017385873908699293
3149,mt,2014,6,9166.857142857141,1.0,0.00017886121563399598
3150,mt,2014,7,8314.485714285714,1.0,0.00018386369218099903
3151,mt,2014,8,7462.114285714284,1.0,0.00018886616872800207
3152,mt,2014,9,6609.742857142854,1.0,0.00019386864527500512
3153,mt,2014,10,5757.371428571427,1.0,0.00019887112182200817
3154,mt,2014,11,4905.0,1.0,0.00020387359836901122
3155,mt,2014,12,4975.2962962962965,1.0,0.0002017669455867181
3156,mt,2015,1,5045.592592592592,1.0,0.00019966029280442496
3157,mt,2015,2,5115.888888888889,1.0,0.00019755364002213183
3158,mt,2015,3,5186.185185185185,1.0,0.00019544698723983873
3159,mt,2015,4,5256.481481481482,1.0,0.0001933403344575456
3160,mt,2015,5,5326.777777777777,1.0,0.00019123368167525248
3161,mt,2015,6,5397.074074074074,1.0,0.00018912702889295935
3162,mt,2015,7,5467.37037037037,1.0,0.00018702037611066622
3163,mt,2015,8,5537.666666666667,1.0,0.0001849137233283731
3164,mt,2015,9,5607.962962962963,1.0,0.00018280707054607996
3165,mt,2015,10,5678.259259259259,1.0,0.00018070041776378684
3166,mt,2015,11,5748.555555555556,1.0,0.00017859376498149373
3167,mt,2015,12,5818.851851851852,1.0,0.0001764871121992006
3168,mt,2016,1,5889.148148148148,1.0,0.00017438045941690748
3169,mt,2016,2,5959.444444444444,1.0,0.00017227380663461435
3170,mt,2016,3,6029.740740740741,1.0,0.00017016715385232122
3171,mt,2016,4,6100.0370370370365,1.0,0.00016806050107002812
3172,mt,2016,5,6170.333333333333,1.0,0.00016595384828773497
3173,mt,2016,6,6240.62962962963,1.0,0.00016384719550544186
3174,mt,2016,7,6310.925925925926,1.0,0.00016174054272314874
3175,mt,2016,8,6381.222222222223,1.0,0.0001596338899408556
3176,mt,2016,9,6451.518518518518,1.0,0.00015752723715856248
3177,mt,2016,10,6521.814814814815,1.0,0.00015542058437626935
3178,mt,2016,11,6592.111111111111,1.0,0.00015331393159397625
3179,mt,2016,12,6662.407407407407,1.0,0.0001512072788116831
3180,mt,2017,1,6732.7037037037035,1.0,0.00014910062602939
3181,mt,2017,2,6803.0,1.0,0.00014699397324709687
3182,mt,2017,3,6700.5,1.0,0.00014927752618099007
3183,mt,2017,4,6598.0,1.0,0.0001515610791148833
3184,mt,2017,5,6431.333333333333,1.0,0.00015705481114021617
3185,mt,2017,6,6264.666666666667,1.0,0.00016254854316554904
3186,mt,2017,7,6098.0,1.0,0.0001680422751908819
3187,mt,2017,8,5931.333333333333,1.0,0.00017353600721621478
3188,mt,2017,9,5764.666666666667,1.0,0.00017902973924154768
3189,mt,2017,10,5598.0,1.0,0.00018452347126688052
3190,mt,2017,11,5431.333333333334,1.0,0.00019001720329221342
3191,mt,2017,12,5264.666666666667,1.0,0.0001955109353175463
3192,mt,2018,1,5098.0,1.0,0.00020100466734287916
3193,mt,2018,2,4931.333333333334,1.0,0.00020649839936821203
3194,mt,2018,3,4764.666666666667,1.0,0.0002119921313935449
3195,mt,2018,4,4598.0,1.0,0.00021748586341887777
3196,mt,2018,5,4702.591836734694,1.0,0.0002151463338581649
3197,mt,2018,6,4807.183673469388,1.0,0.00021280680429745205
3198,mt,2018,7,4911.775510204082,1.0,0.00021046727473673918
3199,mt,2018,8,5016.367346938776,1.0,0.0002081277451760263
3200,mt,2018,9,5120.959183673469,1.0,0.00020578821561531343
3201,mt,2018,10,5225.551020408163,1.0,0.00020344868605460056
3202,mt,2018,11,5330.142857142857,1.0,0.00020110915649388772
3203,mt,2018,12,5434.734693877551,1.0,0.00019876962693317484
3204,mt,2019,1,5539.326530612245,1.0,0.00019643009737246197
3205,mt,2019,2,5643.918367346939,1.0,0.00019409056781174912
3206,mt,2019,3,5748.510204081633,1.0,0.00019175103825103625
3207,mt,2019,4,5853.102040816327,1.0,0.00018941150869032338
3208,mt,2019,5,5957.693877551021,1.0,0.0001870719791296105
3209,mt,2019,6,6062.285714285714,1.0,0.00018473244956889763
3210,mt,2019,7,6166.877551020408,1.0,0.00018239292000818479
3211,mt,2019,8,6271.469387755102,1.0,0.0001800533904474719
3212,mt,2019,9,6376.061224489796,1.0,0.00017771386088675904
3213,mt,2019,10,6480.65306122449,1.0,0.0001753743313260462
3214,mt,2019,11,6585.244897959184,1.0,0.00017303480176533332
3215,mt,2019,12,6689.836734693878,1.0,0.00017069527220462045
3216,mt,2020,1,6794.428571428571,1.0,0.00016835574264390758
3217,mt,2020,2,6899.0204081632655,1.0,0.0001660162130831947
3218,mt,2020,3,7003.612244897959,1.0,0.00016367668352248186
3219,mt,2020,4,7108.2040816326535,1.0,0.00016133715396176898
3220,mt,2020,5,7212.7959183673465,1.0,0.0001589976244010561
3221,mt,2020,6,7317.3877551020405,1.0,0.00015665809484034326
3222,mt,2020,7,7421.9795918367345,1.0,0.0001543185652796304
3223,mt,2020,8,7526.571428571428,1.0,0.00015197903571891752
3224,mt,2020,9,7631.163265306122,1.0,0.00014963950615820465
3225,mt,2020,10,7735.7551020408155,1.0,0.00014729997659749177
3226,mt,2020,11,7840.34693877551,1.0,0.00014496044703677893
3227,mt,2020,12,7944.938775510203,1.0,0.00014262091747606605
3228,mt,2021,1,8049.530612244898,1.0,0.00014028138791535318
3229,mt,2021,2,8154.122448979591,1.0,0.00013794185835464033
3230,mt,2021,3,8258.714285714286,1.0,0.00013560232879392746
3231,mt,2021,4,8363.30612244898,1.0,0.0001332627992332146
3232,mt,2021,5,8467.897959183672,1.0,0.00013092326967250172
3233,mt,2021,6,8572.489795918367,1.0,0.00012858374011178884
3234,mt,2021,7,8677.08163265306,1.0,0.000126244210551076
3235,mt,2021,8,8781.673469387755,1.0,0.00012390468099036312
3236,mt,2021,9,8886.265306122448,1.0,0.00012156515142965025
3237,mt,2021,10,8990.857142857141,1.0,0.00011922562186893739
3238,mt,2021,11,9095.448979591836,1.0,0.00011688609230822453
3239,mt,2021,12,9200.040816326531,1.0,0.00011454656274751166
3240,ne,2012,1,9304.632653061224,1.0,0.00011220703318679879
3241,ne,2012,2,9409.224489795917,1.0,0.00010986750362608593
3242,ne,2012,3,9513.816326530612,1.0,0.00010752797406537307
3243,ne,2012,4,9618.408163265307,1.0,0.0001051884445046602
3244,ne,2012,5,9723.0,1.0,0.00010284891494394734
3245,ne,2012,6,21672.0,1.0,4.614248800295312e-05
3246,ne,2012,7,31135.0,1.0,3.211819495744339e-05
3247,ne,2012,8,31859.0,3.0,9.41649141529866e-05
3248,ne,2012,9,24754.0,1.0,4.039751151329078e-05
3249,ne,2012,10,33804.0,2.0,5.9164595905809965e-05
3250,ne,2012,11,33128.0,1.0,3.0185945423810673e-05
3251,ne,2012,12,28069.0,2.0,7.125298371869322e-05
3252,ne,2013,1,30982.0,1.0,3.22768058872894e-05
3253,ne,2013,2,24178.0,2.0,8.271982794275788e-05
3254,ne,2013,3,35398.0,2.0,5.650036725238714e-05
3255,ne,2013,4,24176.0,1.0,4.1363335539377896e-05
3256,ne,2013,5,26369.0,1.0,3.792331904888316e-05
3257,ne,2013,6,28392.0,1.0,3.522118906734291e-05
3258,ne,2013,7,29705.5,1.0,3.372974731100148e-05
3259,ne,2013,8,31019.0,1.0,3.223830555466005e-05
3260,ne,2013,9,27731.0,1.0,3.6060726263026935e-05
3261,ne,2013,10,26820.2,1.0,3.747782552006473e-05
3262,ne,2013,11,25909.4,1.0,3.889492477710252e-05
3263,ne,2013,12,24998.6,1.0,4.0312024034140315e-05
3264,ne,2014,1,24087.8,1.0,4.172912329117811e-05
3265,ne,2014,2,23177.0,1.0,4.31462225482159e-05
3266,ne,2014,3,25072.0,1.5,5.865547119549335e-05
3267,ne,2014,4,26967.0,2.0,7.416471984277079e-05
3268,ne,2014,5,26497.0,1.0,3.7740121523191305e-05
3269,ne,2014,6,28836.0,2.0,6.935774726036899e-05
3270,ne,2014,7,23658.0,1.0,4.2268999915462003e-05
3271,ne,2014,8,23655.5,1.5,6.341243510337848e-05
3272,ne,2014,9,23653.0,2.0,8.455587029129497e-05
3273,ne,2014,10,23478.0,1.8888888888888888,8.01934355684879e-05
3274,ne,2014,11,23303.0,1.7777777777777777,7.583100084568082e-05
3275,ne,2014,12,23128.0,1.6666666666666667,7.146856612287376e-05
3276,ne,2015,1,22953.0,1.5555555555555556,6.71061314000667e-05
3277,ne,2015,2,22778.0,1.4444444444444444,6.274369667725962e-05
3278,ne,2015,3,22603.0,1.3333333333333335,5.838126195445255e-05
3279,ne,2015,4,22428.0,1.2222222222222223,5.4018827231645485e-05
3280,ne,2015,5,22253.0,1.1111111111111112,4.965639250883841e-05
3281,ne,2015,6,22078.0,1.0,4.529395778603134e-05
3282,ne,2015,7,26748.0,1.0,3.738597278301181e-05
3283,ne,2015,8,26115.545454545456,1.0,3.8580704146907306e-05
3284,ne,2015,9,25483.090909090908,1.0,3.977543551080281e-05
3285,ne,2015,10,24850.636363636364,1.0,4.09701668746983e-05
3286,ne,2015,11,24218.181818181816,1.0,4.2164898238593794e-05
3287,ne,2015,12,23585.727272727272,1.0,4.335962960248929e-05
3288,ne,2016,1,22953.272727272728,1.0,4.455436096638479e-05
3289,ne,2016,2,22320.818181818184,1.0,4.574909233028028e-05
3290,ne,2016,3,21688.363636363636,1.0,4.6943823694175775e-05
3291,ne,2016,4,21055.90909090909,1.0,4.8138555058071275e-05
3292,ne,2016,5,20423.454545454544,1.0,4.933328642196677e-05
3293,ne,2016,6,19791.0,1.0,5.052801778586226e-05
3294,ne,2016,7,8317.0,1.0,0.00012023566189731875
3295,ne,2016,8,11809.833333333334,1.0,0.0001058897191586991
3296,ne,2016,9,15302.666666666668,1.0,9.154377642007946e-05
3297,ne,2016,10,18795.5,1.0,7.719783368145982e-05
3298,ne,2016,11,22288.333333333336,1.0,6.285189094284017e-05
3299,ne,2016,12,25781.166666666668,1.0,4.850594820422053e-05
3300,ne,2017,1,29274.0,1.0,3.416000546560088e-05
3301,ne,2017,2,29287.5,1.0,3.414426675109333e-05
3302,ne,2017,3,29301.0,1.0,3.412852803658578e-05
3303,ne,2017,4,23111.0,1.0,4.3269438795378825e-05
3304,ne,2017,5,28917.0,1.0,3.4581733928139156e-05
3305,ne,2017,6,28568.25,1.125,3.9827662649670084e-05
3306,ne,2017,7,28219.5,1.25,4.507359137120101e-05
3307,ne,2017,8,27870.75,1.375,5.0319520092731933e-05
3308,ne,2017,9,27522.0,1.5,5.556544881426286e-05
3309,ne,2017,10,27173.25,1.625,6.081137753579379e-05
3310,ne,2017,11,26824.5,1.75,6.605730625732471e-05
3311,ne,2017,12,26475.75,1.875,7.130323497885565e-05
3312,ne,2018,1,26127.0,2.0,7.654916370038657e-05
3313,ne,2018,2,21100.0,1.0,4.739336492890995e-05
3314,ne,2018,3,21052.941176470587,1.0,4.750323074155304e-05
3315,ne,2018,4,21005.882352941175,1.0,4.7613096554196116e-05
3316,ne,2018,5,20958.823529411766,1.0,4.77229623668392e-05
3317,ne,2018,6,20911.764705882353,1.0,4.783282817948229e-05
3318,ne,2018,7,20864.70588235294,1.0,4.7942693992125366e-05
3319,ne,2018,8,20817.647058823528,1.0,4.805255980476845e-05
3320,ne,2018,9,20770.58823529412,1.0,4.816242561741154e-05
3321,ne,2018,10,20723.529411764706,1.0,4.8272291430054617e-05
3322,ne,2018,11,20676.470588235294,1.0,4.83821572426977e-05
3323,ne,2018,12,20629.41176470588,1.0,4.849202305534078e-05
3324,ne,2019,1,20582.352941176472,1.0,4.860188886798387e-05
3325,ne,2019,2,20535.29411764706,1.0,4.871175468062695e-05
3326,ne,2019,3,20488.235294117647,1.0,4.882162049327003e-05
3327,ne,2019,4,20441.176470588234,1.0,4.893148630591312e-05
3328,ne,2019,5,20394.117647058825,1.0,4.90413521185562e-05
3329,ne,2019,6,20347.058823529413,1.0,4.915121793119928e-05
3330,ne,2019,7,20300.0,1.0,4.926108374384237e-05
3331,ne,2019,8,20079.909090909092,1.0454545454545454,5.290298192979987e-05
3332,ne,2019,9,19859.81818181818,1.0909090909090908,5.654488011575738e-05
3333,ne,2019,10,19639.727272727272,1.1363636363636362,6.018677830171488e-05
3334,ne,2019,11,19419.636363636364,1.1818181818181819,6.382867648767238e-05
3335,ne,2019,12,19199.545454545456,1.2272727272727273,6.74705746736299e-05
3336,ne,2020,1,18979.454545454544,1.2727272727272727,7.11124728595874e-05
3337,ne,2020,2,18759.363636363636,1.3181818181818181,7.475437104554491e-05
3338,ne,2020,3,18539.272727272728,1.3636363636363638,7.839626923150241e-05
3339,ne,2020,4,18319.18181818182,1.4090909090909092,8.203816741745992e-05
3340,ne,2020,5,18099.090909090908,1.4545454545454546,8.568006560341743e-05
3341,ne,2020,6,17879.0,1.5,8.932196378937492e-05
3342,ne,2020,7,17658.909090909092,1.5454545454545454,9.296386197533243e-05
3343,ne,2020,8,17438.818181818184,1.5909090909090908,9.660576016128994e-05
3344,ne,2020,9,17218.727272727272,1.6363636363636362,0.00010024765834724744
3345,ne,2020,10,16998.636363636364,1.6818181818181819,0.00010388955653320496
3346,ne,2020,11,16778.545454545456,1.7272727272727273,0.00010753145471916245
3347,ne,2020,12,16558.454545454544,1.7727272727272727,0.00011117335290511995
3348,ne,2021,1,16338.363636363636,1.8181818181818183,0.00011481525109107747
3349,ne,2021,2,16118.272727272728,1.8636363636363638,0.00011845714927703497
3350,ne,2021,3,15898.181818181818,1.9090909090909092,0.00012209904746299246
3351,ne,2021,4,15678.090909090908,1.9545454545454546,0.00012574094564895
3352,ne,2021,5,15458.0,2.0,0.00012938284383490748
3353,ne,2021,6,15034.25,1.875,0.0001235679598504065
3354,ne,2021,7,14610.5,1.75,0.0001177530758659055
3355,ne,2021,8,14186.75,1.625,0.00011193819188140452
3356,ne,2021,9,13763.0,1.5,0.00010612330789690352
3357,ne,2021,10,13339.25,1.375,0.00010030842391240254
3358,ne,2021,11,12915.5,1.25,9.449353992790155e-05
3359,ne,2021,12,12491.75,1.125,8.867865594340056e-05
3360,nv,2012,1,12068.0,1.0,8.286377195889956e-05
3361,nv,2012,2,43533.0,4.0,9.18843176440861e-05
3362,nv,2012,3,44797.0,3.0,6.765249945728762e-05
3363,nv,2012,4,46061.0,2.0,4.3420681270489134e-05
3364,nv,2012,5,31152.0,2.0,6.420133538777607e-05
3365,nv,2012,6,72240.0,4.0,5.5370985603543746e-05
3366,nv,2012,7,104943.0,6.0,5.717389439981704e-05
3367,nv,2012,8,107007.0,6.0,5.607109815245732e-05
3368,nv,2012,9,77489.0,2.0,2.5810114984062255e-05
3369,nv,2012,10,101093.0,3.0,2.9675645197986014e-05
3370,nv,2012,11,99108.0,1.0,1.009000282520079e-05
3371,nv,2012,12,83003.0,1.0,1.2047757309976748e-05
3372,nv,2013,1,93132.0,2.0,2.1474895846755144e-05
3373,nv,2013,2,69934.0,3.0,4.289758915548946e-05
3374,nv,2013,3,98551.0,5.0,5.073515235766253e-05
3375,nv,2013,4,71088.0,3.0,4.220121539500338e-05
3376,nv,2013,5,87406.0,4.0,4.576344873349656e-05
3377,nv,2013,6,89686.0,3.0,3.345003679504048e-05
3378,nv,2013,7,94095.0,2.0,2.1255114511929435e-05
3379,nv,2013,8,96199.0,2.0,2.079023690474953e-05
3380,nv,2013,9,81680.0,1.0,1.2242899118511263e-05
3381,nv,2013,10,80713.5,1.5,1.8661106223456165e-05
3382,nv,2013,11,79747.0,2.0,2.5079313328401068e-05
3383,nv,2013,12,77887.0,2.0,2.5678226148137686e-05
3384,nv,2014,1,67948.0,1.5,2.1458465243559786e-05
3385,nv,2014,2,58009.0,1.0,1.7238704338981883e-05
3386,nv,2014,3,63660.5,2.0,3.0260626407718087e-05
3387,nv,2014,4,69312.0,3.0,4.3282548476454294e-05
3388,nv,2014,5,73490.5,3.0,4.095399874864958e-05
3389,nv,2014,6,77669.0,3.0,3.862544902084487e-05
3390,nv,2014,7,67210.0,3.0,4.463621484898081e-05
3391,nv,2014,8,19336.0,2.0,0.0001034340091021928
3392,nv,2014,9,35524.0,1.6666666666666667,7.386518623504065e-05
3393,nv,2014,10,51712.0,1.3333333333333335,4.429636336788852e-05
3394,nv,2014,11,67900.0,1.0,1.4727540500736377e-05
3395,nv,2014,12,68163.0,1.0,1.4670715784223112e-05
3396,nv,2015,1,64794.5,1.25,2.01456432123925e-05
3397,nv,2015,2,61426.0,1.5,2.5620570640561885e-05
3398,nv,2015,3,58057.5,1.75,3.109549806873127e-05
3399,nv,2015,4,54689.0,2.0,3.657042549690066e-05
3400,nv,2015,5,70643.0,1.0,1.4155684214996532e-05
3401,nv,2015,6,63484.0,1.0,1.5752000504064016e-05
3402,nv,2015,7,81190.0,3.0,3.695036334523956e-05
3403,nv,2015,8,70189.5,3.0,4.381772842961855e-05
3404,nv,2015,9,59189.0,3.0,5.068509351399753e-05
3405,nv,2015,10,58968.0,2.0,3.3853619662849274e-05
3406,nv,2015,11,58747.0,1.0,1.7022145811701022e-05
3407,nv,2015,12,52820.0,1.0,1.893222264293828e-05
3408,nv,2016,1,62268.5,1.0,1.6437959000541046e-05
3409,nv,2016,2,71717.0,1.0,1.3943695358143816e-05
3410,nv,2016,3,66028.0,3.0,4.543526988550312e-05
3411,nv,2016,4,87228.0,4.0,4.5856834961250974e-05
3412,nv,2016,5,90428.0,1.0,1.1058521696819569e-05
3413,nv,2016,6,70940.0,1.0,1.4096419509444601e-05
3414,nv,2016,7,32414.0,1.0,3.085086690936015e-05
3415,nv,2016,8,44425.5,1.5,3.2459552120871715e-05
3416,nv,2016,9,56437.0,2.0,3.406823733238328e-05
3417,nv,2016,10,68448.5,2.5,3.567692254389485e-05
3418,nv,2016,11,80460.0,3.0,3.728560775540641e-05
3419,nv,2016,12,91215.0,2.0,2.1926218275502934e-05
3420,nv,2017,1,96972.0,1.0,1.0312255083941756e-05
3421,nv,2017,2,85487.0,2.0,2.3395370056265865e-05
3422,nv,2017,3,103207.0,1.0,9.689265263015106e-06
3423,nv,2017,4,82275.0,1.0,1.2154360376785172e-05
3424,nv,2017,5,113103.0,2.0,1.768299691431704e-05
3425,nv,2017,6,95784.0,2.0,2.088031403992316e-05
3426,nv,2017,7,93238.125,2.0,2.1585177260501932e-05
3427,nv,2017,8,90692.25,2.0,2.2290040481080705e-05
3428,nv,2017,9,88146.375,2.0,2.299490370165948e-05
3429,nv,2017,10,85600.5,2.0,2.3699766922238255e-05
3430,nv,2017,11,83054.625,2.0,2.4404630142817028e-05
3431,nv,2017,12,80508.75,2.0,2.5109493363395805e-05
3432,nv,2018,1,77962.875,2.0,2.5814356583974578e-05
3433,nv,2018,2,75417.0,2.0,2.651921980455335e-05
3434,nv,2018,3,50457.0,2.0,3.963771131854847e-05
3435,nv,2018,4,62371.0,1.0,1.6033092302512385e-05
3436,nv,2018,5,53760.857142857145,1.0,8.176986142936435e-05
3437,nv,2018,6,45150.71428571429,1.0,0.0001475066305562163
3438,nv,2018,7,36540.57142857143,1.0,0.00021324339968306828
3439,nv,2018,8,27930.428571428572,1.0,0.00027898016880992027
3440,nv,2018,9,19320.285714285717,1.0,0.00034471693793677226
3441,nv,2018,10,10710.142857142855,1.0,0.0004104537070636242
3442,nv,2018,11,2100.0,1.0,0.0004761904761904762
3443,nv,2018,12,33453.5,2.0,0.0002612408859419213
3444,nv,2019,1,64807.0,3.0,4.6291295693366454e-05
3445,nv,2019,2,70613.33333333333,4.333333333333333,5.923793836242186e-05
3446,nv,2019,3,76419.66666666667,5.666666666666666,7.218458103147727e-05
3447,nv,2019,4,82226.0,7.0,8.513122370053268e-05
3448,nv,2019,5,75680.5,4.0,4.979783865289887e-05
3449,nv,2019,6,69135.0,1.0,1.4464453605265062e-05
3450,nv,2019,7,80775.0,2.0,2.3463358112484825e-05
3451,nv,2019,8,92415.0,3.0,3.246226261970459e-05
3452,nv,2019,9,72052.33333333333,2.3333333333333335,3.228195701444942e-05
3453,nv,2019,10,51689.666666666664,1.6666666666666667,3.210165140919426e-05
3454,nv,2019,11,31327.0,1.0,3.1921345803939094e-05
3455,nv,2019,12,38899.583333333336,1.0,2.9943186986180382e-05
3456,nv,2020,1,46472.166666666664,1.0,2.796502816842167e-05
3457,nv,2020,2,54044.75,1.0,2.5986869350662955e-05
3458,nv,2020,3,61617.33333333333,1.0,2.4008710532904247e-05
3459,nv,2020,4,69189.91666666666,1.0,2.203055171514553e-05
3460,nv,2020,5,76762.5,1.0,2.005239289738682e-05
3461,nv,2020,6,84335.08333333333,1.0,1.8074234079628107e-05
3462,nv,2020,7,91907.66666666666,1.0,1.6096075261869395e-05
3463,nv,2020,8,99480.25,1.0,1.4117916444110683e-05
3464,nv,2020,9,107052.83333333333,1.0,1.2139757626351971e-05
3465,nv,2020,10,114625.41666666666,1.0,1.016159880859326e-05
3466,nv,2020,11,122198.0,1.0,8.183439990834548e-06
3467,nv,2020,12,115311.4705882353,1.0,1.9175345624985827e-05
3468,nv,2021,1,108424.94117647059,1.0,3.0167251259137107e-05
3469,nv,2021,2,101538.41176470587,1.0,4.115915689328839e-05
3470,nv,2021,3,94651.88235294117,1.0,5.215106252743967e-05
3471,nv,2021,4,87765.35294117648,1.0,6.314296816159095e-05
3472,nv,2021,5,80878.82352941176,1.0,7.413487379574223e-05
3473,nv,2021,6,73992.29411764705,1.0,8.512677942989351e-05
3474,nv,2021,7,67105.76470588235,1.0,9.611868506404479e-05
3475,nv,2021,8,60219.23529411764,1.0,0.00010711059069819607
3476,nv,2021,9,53332.70588235294,1.0,0.00011810249633234735
3477,nv,2021,10,46446.17647058822,1.0,0.00012909440196649861
3478,nv,2021,11,39559.647058823524,1.0,0.0001400863076006499
3479,nv,2021,12,32673.117647058825,1.0,0.0001510782132348012
3480,nh,2012,1,25786.58823529411,1.0,0.00016207011886895247
3481,nh,2012,2,18900.058823529398,1.0,0.00017306202450310373
3482,nh,2012,3,12013.529411764699,1.0,0.00018405393013725503
3483,nh,2012,4,5127.0,1.0,0.0001950458357714063
3484,nh,2012,5,3515.0,1.0,0.0002844950213371266
3485,nh,2012,6,7224.0,1.0,0.00013842746400885935
3486,nh,2012,7,9709.0,1.0,0.00010299721907508497
3487,nh,2012,8,10548.0,1.0,9.480470231323473e-05
3488,nh,2012,9,10315.875,1.0,9.73368092657672e-05
3489,nh,2012,10,10083.75,1.0,9.986891621829966e-05
3490,nh,2012,11,9851.625,1.0,0.00010240102317083211
3491,nh,2012,12,9619.5,1.0,0.00010493313012336458
3492,nh,2013,1,9387.375,1.0,0.00010746523707589704
3493,nh,2013,2,9155.25,1.0,0.0001099973440284295
3494,nh,2013,3,8923.125,1.0,0.00011252945098096196
3495,nh,2013,4,8691.0,1.0,0.00011506155793349442
3496,nh,2013,5,9164.0,1.0,0.00010991895971913717
3497,nh,2013,6,9637.0,1.0,0.00010477636150477992
3498,nh,2013,7,10110.0,1.0,9.963376329042265e-05
3499,nh,2013,8,10583.0,1.0,9.44911650760654e-05
3500,nh,2013,9,10267.545454545454,1.0,9.868175519676561e-05
3501,nh,2013,10,9952.09090909091,1.0,0.00010287234531746583
3502,nh,2013,11,9636.636363636364,1.0,0.00010706293543816604
3503,nh,2013,12,9321.181818181818,1.0,0.00011125352555886626
3504,nh,2014,1,9005.727272727272,1.0,0.00011544411567956647
3505,nh,2014,2,8690.272727272728,1.0,0.00011963470580026667
3506,nh,2014,3,8374.818181818182,1.0,0.0001238252959209669
3507,nh,2014,4,8059.363636363636,1.0,0.0001280158860416671
3508,nh,2014,5,7743.909090909091,1.0,0.00013220647616236732
3509,nh,2014,6,7428.454545454546,1.0,0.00013639706628306754
3510,nh,2014,7,7113.0,1.0,0.00014058765640376775
3511,nh,2014,8,7149.8,1.0,0.00013987864917399407
3512,nh,2014,9,7186.6,1.0,0.00013916964194422035
3513,nh,2014,10,7223.4,1.0,0.00013846063471444666
3514,nh,2014,11,7260.2,1.0,0.00013775162748467295
3515,nh,2014,12,7297.0,1.0,0.00013704262025489926
3516,nh,2015,1,7245.227272727273,1.0,0.00013819479144736382
3517,nh,2015,2,7193.454545454545,1.0,0.0001393469626398284
3518,nh,2015,3,7141.681818181818,1.0,0.00014049913383229297
3519,nh,2015,4,7089.909090909091,1.0,0.00014165130502475756
3520,nh,2015,5,7038.136363636364,1.0,0.00014280347621722212
3521,nh,2015,6,6986.363636363636,1.0,0.00014395564740968668
3522,nh,2015,7,6934.590909090909,1.0,0.00014510781860215127
3523,nh,2015,8,6882.818181818182,1.0,0.00014625998979461583
3524,nh,2015,9,6831.045454545455,1.0,0.00014741216098708041
3525,nh,2015,10,6779.272727272727,1.0,0.00014856433217954497
