,year,USstate,Number of establishments (ESTAB),month
2358,2019,wa,266.6650764680279,7
2359,2019,wa,265.7482114593226,8
2360,2019,wa,264.8066907051283,9
2361,2019,wa,263.8570948084837,10
2362,2019,wa,262.916004372428,11
2363,2019,wa,262.0,12
2364,2020,wa,261.12566229423874,1
2365,2020,wa,260.309571858183,2
2366,2020,wa,259.5683092948719,3
2367,2020,wa,258.9184552073441,4
2368,2020,wa,258.37659019863884,5
2369,2020,wa,257.9592948717949,6
2370,2020,wa,257.6831498298513,7
2371,2020,wa,257.5647356758468,8
2372,2020,wa,257.6206330128206,9
2373,2020,wa,257.86742244381134,10
2374,2020,wa,258.3216845718582,11
2375,2020,wa,259.0,12
2376,2012,tn,572.0,1
2377,2012,tn,572.0,2
2378,2012,tn,572.0,3
2379,2012,tn,572.0,4
2380,2012,tn,572.0,5
2381,2012,tn,572.0,6
2382,2012,tn,572.0,7
2383,2012,tn,572.0,8
2384,2012,tn,572.0,9
2385,2012,tn,572.0,10
2386,2012,tn,572.0,11
2387,2012,tn,572.0,12
2388,2013,tn,575.0686544149653,1
2389,2013,tn,577.7957274849635,2
2390,2013,tn,580.2072215544873,3
2391,2013,tn,582.3291389680278,4
2392,2013,tn,584.1874820700776,5
2393,2013,tn,585.8082532051282,6
2394,2013,tn,587.2174547176718,7
2395,2013,tn,588.4410889522002,8
2396,2013,tn,589.5051582532053,9
2397,2013,tn,590.4356649651788,10
2398,2013,tn,591.2586114326133,11
2399,2013,tn,592.0,12
2400,2014,tn,592.6858330118313,1
2401,2014,tn,593.3421128125989,2
2402,2014,tn,593.9948417467949,3
2403,2014,tn,594.670022158911,4
2404,2014,tn,595.3936563934393,5
2405,2014,tn,596.1917467948718,6
2406,2014,tn,597.0902957077002,7
2407,2014,tn,598.1153054764167,8
2408,2014,tn,599.2927784455128,9
2409,2014,tn,600.6487169594808,10
2410,2014,tn,602.2091233628125,11
2411,2014,tn,604.0,12
2412,2015,tn,606.0323422414134,1
2413,2015,tn,608.257117560937,2
2414,2015,tn,610.6102864583333,3
2415,2015,tn,613.027809433365,4
2416,2015,tn,615.4456469857945,5
2417,2015,tn,617.7997596153847,6
2418,2015,tn,620.0261078218978,7
2419,2015,tn,622.0606521050966,8
2420,2015,tn,623.8393529647435,9
2421,2015,tn,625.2981709006013,10
2422,2015,tn,626.3730664124326,11
2423,2015,tn,627.0,12
2424,2016,tn,627.137923022515,1
2425,2016,tn,626.8377502769863,2
2426,2016,tn,626.1733874198719,3
2427,2016,tn,625.218740107629,4
2428,2016,tn,624.0477139967159,5
2429,2016,tn,622.7342147435899,6
2430,2016,tn,621.3521480047087,7
2431,2016,tn,619.9754194365306,8
2432,2016,tn,618.6779346955129,9
2433,2016,tn,617.5335994381134,10
2434,2016,tn,616.6163193207898,11
2435,2016,tn,616.0,12
2436,2017,tn,615.7400397426005,1
2437,2017,tn,615.8178072570433,2
2438,2017,tn,616.1961638621796,3
2439,2017,tn,616.8379708768598,4
2440,2017,tn,617.7060896199351,5
2441,2017,tn,618.7633814102564,6
2442,2017,tn,619.9727075666747,7
2443,2017,tn,621.2969294080405,8
2444,2017,tn,622.6989082532051,9
2445,2017,tn,624.1415054210192,10
2446,2017,tn,625.587582230334,11
2447,2017,tn,627.0,12
2448,2018,tn,628.3504133774533,1
2449,2018,tn,629.6456503244697,2
2450,2018,tn,630.9013321314101,3
2451,2018,tn,632.1330800886356,4
2452,2018,tn,633.3565154865067,5
2453,2018,tn,634.5872596153847,6
2454,2018,tn,635.8409337656298,7
2455,2018,tn,637.1331592276036,8
2456,2018,tn,638.4795572916667,9
2457,2018,tn,639.8957492481799,10
2458,2018,tn,641.3973563875039,11
2459,2018,tn,643.0,12
2460,2019,tn,644.712473414253,1
2461,2019,tn,646.5162581117443,2
2462,2019,tn,648.3860076121795,3
2463,2019,tn,650.2963754352643,4
2464,2019,tn,652.2220151007043,5
2465,2019,tn,654.1375801282052,6
2466,2019,tn,656.0177240374722,7
2467,2019,tn,657.8371003482113,8
2468,2019,tn,659.5703625801284,9
2469,2019,tn,661.192164252928,10
2470,2019,tn,662.6771588863169,11
2471,2019,tn,664.0,12
2472,2020,tn,665.1353411136832,1
2473,2020,tn,666.0578357470719,2
2474,2020,tn,666.7421374198719,3
2475,2020,tn,667.1628996517885,4
2476,2020,tn,667.2947759625276,5
2477,2020,tn,667.1124198717949,6
2478,2020,tn,666.5904848992958,7
2479,2020,tn,665.7036245647356,8
2480,2020,tn,664.4264923878205,9
2481,2020,tn,662.7337418882557,10
2482,2020,tn,660.6000265857471,11
2483,2020,tn,658.0,12
2484,2012,va,448.0,1
2485,2012,va,448.0,2
2486,2012,va,448.0,3
2487,2012,va,448.0,4
2488,2012,va,448.0,5
2489,2012,va,448.0,6
2490,2012,va,448.0,7
2491,2012,va,448.0,8
2492,2012,va,448.0,9
2493,2012,va,448.0,10
2494,2012,va,448.0,11
2495,2012,va,448.0,12
2496,2013,va,449.44226354760207,1
2497,2013,va,450.6755549620132,2
2498,2013,va,451.7157151442308,3
2499,2013,va,452.5785849952516,4
2500,2013,va,453.28000541607327,5
2501,2013,va,453.83581730769237,6
2502,2013,va,454.2618615711063,7
2503,2013,va,454.5739791073124,8
2504,2013,va,454.78801081730774,9
2505,2013,va,454.91979760208926,10
2506,2013,va,454.9851803626543,11
2507,2013,va,455.0,12
2508,2014,va,454.9800974151234,1
2509,2014,va,454.9413135090218,2
2510,2014,va,454.8994891826924,3
2511,2014,va,454.8704653371319,4
2512,2014,va,454.8700828733381,5
2513,2014,va,454.91418269230775,6
2514,2014,va,455.018605695038,7
2515,2014,va,455.19919278252615,8
2516,2014,va,455.4717848557692,9
2517,2014,va,455.8522228157644,10
2518,2014,va,456.3563475635091,11
2519,2014,va,457.0,12
2520,2015,va,457.7889671622744,1
2521,2015,va,458.688820631529,2
2522,2015,va,459.65507812500005,3
2523,2015,va,460.643257359924,4
2524,2015,va,461.6088760535375,5
2525,2015,va,462.5074519230769,6
2526,2015,va,463.29450268577875,7
2527,2015,va,463.9255460588794,8
2528,2015,va,464.35609975961535,9
2529,2015,va,464.54168150522304,10
2530,2015,va,464.4378090129391,11
2531,2015,va,464.0,12
2532,2016,va,463.20546912096387,1
2533,2016,va,462.1182187796771,2
2534,2016,va,460.8239483173077,3
2535,2016,va,459.4083570750237,4
2536,2016,va,457.95714439399336,5
2537,2016,va,456.55600961538454,6
2538,2016,va,455.2906520803656,7
2539,2016,va,454.24677113010443,8
2540,2016,va,453.5100661057692,9
2541,2016,va,453.16623634852795,10
2542,2016,va,453.3009811995488,11
2543,2016,va,454.0,12
2544,2017,va,455.31855450201795,1
2545,2017,va,457.1901561016143,2
2546,2017,va,459.5178786057693,3
2547,2017,va,462.2047958214625,4
2548,2017,va,465.1539815556742,5
2549,2017,va,468.2685096153846,6
2550,2017,va,471.4514538075736,7
2551,2017,va,474.60588793922125,8
2552,2017,va,477.6348858173078,9
2553,2017,va,480.4415212488129,10
2554,2017,va,482.9288680407169,11
2555,2017,va,485.0,12
2556,2018,va,486.58281287096383,1
2557,2018,va,487.70449014719844,2
2558,2018,va,488.4170372596153,3
2559,2018,va,488.77245963912634,4
2560,2018,va,488.82276271664296,5
2561,2018,va,488.619951923077,6
2562,2018,va,488.21603268933995,7
2563,2018,va,487.66301044634383,8
2564,2018,va,487.01289062500007,9
2565,2018,va,486.3176786562204,10
2566,2018,va,485.62937997091643,11
2567,2018,va,485.0,12
2568,2019,va,484.4711430882004,1
2569,2019,va,484.0428092355175,2
2570,2019,va,483.70459735576924,3
2571,2019,va,483.4461063627731,4
2572,2019,va,483.25693517034665,5
2573,2019,va,483.1266826923078,6
2574,2019,va,483.04494784247396,7
2575,2019,va,483.0013295346629,8
2576,2019,va,482.9854266826924,9
2577,2019,va,482.9868382003799,10
2578,2019,va,482.9951630015432,11
2579,2019,va,483.0,12
2580,2020,va,482.990948109568,1
2581,2020,va,482.9576062440646,2
2582,2020,va,482.8895733173078,3
2583,2020,va,482.776448243115,4
2584,2020,va,482.60782993530387,5
2585,2020,va,482.3733173076924,6
2586,2020,va,482.0625092740979,7
2587,2020,va,481.66500474833805,8
2588,2020,va,481.1704026442308,9
2589,2020,va,480.56830187559353,10
2590,2020,va,479.84830135624406,11
2591,2020,va,479.0,12
2592,2012,ar,318.0,1
2593,2012,ar,318.0,2
2594,2012,ar,318.0,3
2595,2012,ar,318.0,4
2596,2012,ar,318.0,5
2597,2012,ar,318.0,6
2598,2012,ar,318.0,7
2599,2012,ar,318.0,8
2600,2012,ar,318.0,9
2601,2012,ar,318.0,10
2602,2012,ar,318.0,11
2603,2012,ar,318.0,12
2604,2013,ar,320.2399038461538,1
2605,2013,ar,322.30128205128204,2
2606,2013,ar,324.1927884615385,3
2607,2013,ar,325.92307692307685,4
2608,2013,ar,327.5008012820513,5
2609,2013,ar,328.9346153846154,6
2610,2013,ar,330.2331730769231,7
2611,2013,ar,331.4051282051282,8
2612,2013,ar,332.45913461538464,9
2613,2013,ar,333.40384615384613,10
2614,2013,ar,334.2479166666667,11
2615,2013,ar,335.0,12
2616,2014,ar,335.66875,1
2617,2014,ar,336.26282051282055,2
2618,2014,ar,336.7908653846155,3
2619,2014,ar,337.26153846153846,4
2620,2014,ar,337.68349358974365,5
2621,2014,ar,338.06538461538463,6
2622,2014,ar,338.4158653846154,7
2623,2014,ar,338.7435897435898,8
2624,2014,ar,339.05721153846156,9
2625,2014,ar,339.3653846153846,10
2626,2014,ar,339.67676282051286,11
2627,2014,ar,340.0,12
2628,2015,ar,340.3414618945869,1
2629,2015,ar,340.69836182336184,2
2630,2015,ar,341.06562500000007,3
2631,2015,ar,341.4381766381766,4
2632,2015,ar,341.81094195156686,5
2633,2015,ar,342.17884615384617,6
2634,2015,ar,342.5368144586895,7
2635,2015,ar,342.87977207977207,8
2636,2015,ar,343.20264423076924,9
2637,2015,ar,343.5003561253561,10
2638,2015,ar,343.76783297720795,11
2639,2015,ar,344.0,12
2640,2016,ar,344.19341168091165,1
2641,2016,ar,344.35113960113955,2
2642,2016,ar,344.47788461538465,3
2643,2016,ar,344.5783475783476,4
2644,2016,ar,344.65722934472933,5
2645,2016,ar,344.71923076923076,6
2646,2016,ar,344.7690527065527,7
2647,2016,ar,344.81139601139597,8
2648,2016,ar,344.85096153846155,9
2649,2016,ar,344.89245014245006,10
2650,2016,ar,344.94056267806263,11
2651,2016,ar,345.0,12
2652,2017,ar,345.07470619658113,1
2653,2017,ar,345.16559829059827,2
2654,2017,ar,345.2728365384616,3
2655,2017,ar,345.3965811965812,4
2656,2017,ar,345.5369925213675,5
2657,2017,ar,345.6942307692308,6
2658,2017,ar,345.8684561965812,7
2659,2017,ar,346.05982905982904,8
2660,2017,ar,346.2685096153847,9
2661,2017,ar,346.4946581196581,10
2662,2017,ar,346.7384348290598,11
2663,2017,ar,347.0,12
2664,2018,ar,347.27801816239315,1
2665,2018,ar,347.5651709401709,2
2666,2018,ar,347.8526442307692,3
2667,2018,ar,348.13162393162395,4
2668,2018,ar,348.39329594017096,5
2669,2018,ar,348.6288461538461,6
2670,2018,ar,348.8294604700854,7
2671,2018,ar,348.98632478632476,8
2672,2018,ar,349.09062499999993,9
2673,2018,ar,349.13354700854694,10
2674,2018,ar,349.1062767094017,11
2675,2018,ar,349.0,12
2676,2019,ar,348.8091702279202,1
2677,2019,ar,348.54131054131045,2
2678,2019,ar,348.2072115384615,3
2679,2019,ar,347.81766381766386,4
2680,2019,ar,347.3834579772079,5
2681,2019,ar,346.9153846153846,6
2682,2019,ar,346.42423433048435,7
2683,2019,ar,345.9207977207977,8
2684,2019,ar,345.4158653846155,9
2685,2019,ar,344.92022792022794,10
2686,2019,ar,344.4446759259259,11
2687,2019,ar,344.0,12
2688,2020,ar,343.5969907407408,1
2689,2020,ar,343.24643874643874,2
2690,2020,ar,342.95913461538464,3
2691,2020,ar,342.745868945869,4
2692,2020,ar,342.61743233618233,5
2693,2020,ar,342.5846153846154,6
2694,2020,ar,342.6582086894588,7
2695,2020,ar,342.84900284900283,8
2696,2020,ar,343.1677884615385,9
2697,2020,ar,343.6253561253561,10
2698,2020,ar,344.23249643874647,11
2699,2020,ar,345.0,12
2700,2012,sd,75.0,1
2701,2012,sd,75.0,2
2702,2012,sd,75.0,3
2703,2012,sd,75.0,4
2704,2012,sd,75.0,5
2705,2012,sd,75.0,6
2706,2012,sd,75.0,7
2707,2012,sd,75.0,8
2708,2012,sd,75.0,9
2709,2012,sd,75.0,10
2710,2012,sd,75.0,11
2711,2012,sd,75.0,12
2712,2013,sd,73.99090235735201,1
2713,2013,sd,73.17741472776194,2
2714,2013,sd,72.54680488782051,3
2715,2013,sd,72.08634061411838,4
2716,2013,sd,71.7832896832463,5
2717,2013,sd,71.62491987179489,6
2718,2013,sd,71.59849895635485,7
2719,2013,sd,71.69129471351694,8
2720,2013,sd,71.89057491987181,9
2721,2013,sd,72.18360735201013,10
2722,2013,sd,72.55765978652263,11
2723,2013,sd,73.0,12
2724,2014,sd,73.49789576903291,1
2725,2014,sd,74.03861487021209,2
2726,2014,sd,74.60942508012822,3
2727,2014,sd,75.19759417537196,4
2728,2014,sd,75.79038993253403,5
2729,2014,sd,76.37508012820513,6
2730,2014,sd,76.93893253897593,7
2731,2014,sd,77.46921494143717,8
2732,2014,sd,77.95319511217949,9
2733,2014,sd,78.3781408277936,10
2734,2014,sd,78.73131986487022,11
2735,2014,sd,79.0,12
2736,2015,sd,79.17434327022,1
2737,2015,sd,79.25608875435266,2
2738,2015,sd,79.24986979166668,3
2739,2015,sd,79.16031972143084,4
2740,2015,sd,78.99207188291388,5
2741,2015,sd,78.74975961538462,6
2742,2015,sd,78.43801625811174,7
2743,2015,sd,78.06147515036405,8
2744,2015,sd,77.62476963141026,9
2745,2015,sd,77.13253304051915,10
2746,2015,sd,76.58939871695948,11
2747,2015,sd,76.0,12
2748,2016,sd,75.36954596490186,1
2749,2016,sd,74.70554863089586,2
2750,2016,sd,74.01609575320515,3
2751,2016,sd,73.30927508705287,4
2752,2016,sd,72.59317438766223,5
2753,2016,sd,71.87588141025641,6
2754,2016,sd,71.16548391005855,7
2755,2016,sd,70.47006964229188,8
2756,2016,sd,69.79772636217949,9
2757,2016,sd,69.1565418249446,10
2758,2016,sd,68.55460378581039,11
2759,2016,sd,68.0,12
2760,2017,sd,67.49909324054289,1
2761,2017,sd,67.05134635169358,2
2762,2017,sd,66.65449719551283,3
2763,2017,sd,66.30628363406142,4
2764,2017,sd,66.00444352940012,5
2765,2017,sd,65.74671474358975,6
2766,2017,sd,65.53083513869103,7
2767,2017,sd,65.3545425767648,8
2768,2017,sd,65.21557491987181,9
2769,2017,sd,65.11167003007282,10
2770,2017,sd,65.04056576942861,11
2771,2017,sd,65.0,12
2772,2018,sd,64.98766903588952,1
2773,2018,sd,65.00110299936689,2
2774,2018,sd,65.03779046474358,3
2775,2018,sd,65.09522000633112,4
2776,2018,sd,65.17088019844097,5
2777,2018,sd,65.26225961538462,6
2778,2018,sd,65.36684683147355,7
2779,2018,sd,65.4821304210193,8
2780,2018,sd,65.60559895833333,9
2781,2018,sd,65.73474101772713,10
2782,2018,sd,65.86704517351217,11
2783,2018,sd,66.0,12
2784,2019,sd,66.13182783812124,1
2785,2019,sd,66.2636860952833,2
2786,2019,sd,66.39746594551282,3
2787,2019,sd,66.53505856283635,4
2788,2019,sd,66.67835512128048,5
2789,2019,sd,66.8292467948718,6
2790,2019,sd,66.98962475763693,7
2791,2019,sd,67.16138018360242,8
2792,2019,sd,67.34640424679489,9
2793,2019,sd,67.5465881212409,10
2794,2019,sd,67.76382298096708,11
2795,2019,sd,68.0,12
2796,2020,sd,68.25701035236628,1
2797,2020,sd,68.53674521209244,2
2798,2020,sd,68.84109575320515,3
2799,2020,sd,69.17195314973095,4
2800,2020,sd,69.53120857569643,5
2801,2020,sd,69.92075320512822,6
2802,2020,sd,70.3424782120529,7
2803,2020,sd,70.798274770497,8
2804,2020,sd,71.2900340544872,9
2805,2020,sd,71.81964723805001,10
2806,2020,sd,72.3890054952121,11
2807,2020,sd,73.0,12
2808,2012,id,98.0,1
2809,2012,id,98.0,2
2810,2012,id,98.0,3
2811,2012,id,98.0,4
2812,2012,id,98.0,5
2813,2012,id,98.0,6
2814,2012,id,98.0,7
2815,2012,id,98.0,8
2816,2012,id,98.0,9
2817,2012,id,98.0,10
2818,2012,id,98.0,11
2819,2012,id,98.0,12
2820,2013,id,97.37160642212726,1
2821,2013,id,96.80810778727444,2
2822,2013,id,96.3061298076923,3
2823,2013,id,95.86229819563152,4
2824,2013,id,95.47323866334285,5
2825,2013,id,95.13557692307691,6
2826,2013,id,94.84593868708453,7
2827,2013,id,94.60094966761633,8
2828,2013,id,94.39723557692308,9
2829,2013,id,94.23142212725546,10
2830,2013,id,94.10013503086422,11
2831,2013,id,94.0,12
2832,2014,id,93.92764274691356,1
2833,2014,id,93.87968898385566,2
2834,2014,id,93.85276442307693,3
2835,2014,id,93.8434947768281,4
2836,2014,id,93.84850575735993,5
2837,2014,id,93.86442307692309,6
2838,2014,id,93.88787244776829,7
2839,2014,id,93.91547958214626,8
2840,2014,id,93.94387019230768,9
2841,2014,id,93.9696699905033,10
2842,2014,id,93.98950468898386,11
2843,2014,id,94.0,12
2844,2015,id,93.99826240503323,1
2845,2015,id,93.98332146248814,2
2846,2015,id,93.9546875,3
2847,2015,id,93.91187084520416,4
2848,2015,id,93.85438182573598,5
2849,2015,id,93.78173076923076,6
2850,2015,id,93.69342800332385,7
2851,2015,id,93.58898385565051,8
2852,2015,id,93.46790865384614,9
2853,2015,id,93.32971272554605,10
2854,2015,id,93.17390639838555,11
2855,2015,id,93.0,12
2856,2016,id,92.80847429962012,1
2857,2016,id,92.60369183285849,2
2858,2016,id,92.39098557692309,3
2859,2016,id,92.17568850902184,4
2860,2016,id,91.96313360636277,5
2861,2016,id,91.75865384615383,6
2862,2016,id,91.56758220560303,7
2863,2016,id,91.39525166191832,8
2864,2016,id,91.24699519230771,9
2865,2016,id,91.1281457739791,10
2866,2016,id,91.04403638414054,11
2867,2016,id,91.0,12
2868,2017,id,90.99874317426398,1
2869,2017,id,91.03246676163342,2
2870,2017,id,91.0907451923077,3
2871,2017,id,91.16315289648622,4
2872,2017,id,91.23926430436846,5
2873,2017,id,91.30865384615385,6
2874,2017,id,91.36089595204177,7
2875,2017,id,91.38556505223171,8
2876,2017,id,91.37223557692309,9
2877,2017,id,91.31048195631529,10
2878,2017,id,91.18987862060777,11
2879,2017,id,91.0,12
2880,2018,id,90.73532615147197,1
2881,2018,id,90.40995963912628,2
2882,2018,id,90.04290865384615,3
2883,2018,id,89.65318138651472,4
2884,2018,id,89.25978602801521,5
2885,2018,id,88.88173076923077,6
2886,2018,id,88.53802380104463,7
2887,2018,id,88.24767331433998,8
2888,2018,id,88.02968750000001,9
2889,2018,id,87.90307454890788,10
2890,2018,id,87.88684265194682,11
2891,2018,id,88.0,12
2892,2019,id,88.2555540716999,1
2893,2019,id,88.64250949667615,2
2894,2019,id,89.14387019230769,3
2895,2019,id,89.74264007597343,4
2896,2019,id,90.42182306505224,5
2897,2019,id,91.1644230769231,6
2898,2019,id,91.95344402896488,7
2899,2019,id,92.7718898385565,8
2900,2019,id,93.60276442307695,9
2901,2019,id,94.42907169990504,10
2902,2019,id,95.23381558641977,11
2903,2019,id,96.0,12
2904,2020,id,96.71062885802472,1
2905,2020,id,97.34870607787276,2
2906,2020,id,97.8972355769231,3
2907,2020,id,98.33922127255462,4
2908,2020,id,98.65766708214625,5
2909,2020,id,98.83557692307694,6
2910,2020,id,98.85595471272558,7
2911,2020,id,98.70180436847103,8
2912,2020,id,98.35612980769233,9
2913,2020,id,97.80193494776827,10
2914,2020,id,97.02222370607788,11
2915,2020,id,96.0,12
2916,2012,il,1326.0,1
2917,2012,il,1326.0,2
2918,2012,il,1326.0,3
2919,2012,il,1326.0,4
2920,2012,il,1326.0,5
2921,2012,il,1326.0,6
2922,2012,il,1326.0,7
2923,2012,il,1326.0,8
2924,2012,il,1326.0,9
2925,2012,il,1326.0,10
2926,2012,il,1326.0,11
2927,2012,il,1326.0,12
2928,2013,il,1332.6057215000792,1
2929,2013,il,1337.9284286957898,2
2930,2013,il,1342.0563501602567,3
2931,2013,il,1345.0777144666035,4
2932,2013,il,1347.0807501879553,5
2933,2013,il,1348.1536858974362,6
2934,2013,il,1348.3847501681705,7
2935,2013,il,1347.862171573283,8
2936,2013,il,1346.674178685898,9
2937,2013,il,1344.9090000791389,10
2938,2013,il,1342.654864326132,11
2939,2013,il,1340.0,12
2940,2014,il,1337.032635673868,1
2941,2014,il,1333.8409999208611,2
2942,2014,il,1330.5133213141028,3
2943,2014,il,1327.1378284267173,4
2944,2014,il,1323.80274983183,5
2945,2014,il,1320.5963141025643,6
2946,2014,il,1317.606749812045,7
2947,2014,il,1314.922285533397,8
2948,2014,il,1312.6311498397436,9
2949,2014,il,1310.82157130421,10
2950,2014,il,1309.5817784999208,11
2951,2014,il,1309.0,12
2952,2015,il,1309.1300552488922,1
2953,2015,il,1309.8881271763216,2
2954,2015,il,1311.1559895833336,3
2955,2015,il,1312.8154162709718,4
2956,2015,il,1314.7481810402817,5
2957,2015,il,1316.8360576923076,6
2958,2015,il,1318.9608200280943,7
2959,2015,il,1321.0042418486864,8
2960,2015,il,1322.848096955128,9
2961,2015,il,1324.3741591484645,10
2962,2015,il,1325.4642022297403,11
2963,2015,il,1326.0,12
2964,2016,il,1325.906634071304,1
2965,2016,il,1325.2824172997784,2
2966,2016,il,1324.2689703525643,3
2967,2016,il,1323.0079138968026,4
2968,2016,il,1321.6408685996357,5
2969,2016,il,1320.3094551282052,6
2970,2016,il,1319.1552941496516,7
2971,2016,il,1318.3200063311174,8
2972,2016,il,1317.9452123397436,9
2973,2016,il,1318.1725328426712,10
2974,2016,il,1319.143588507043,11
2975,2016,il,1321.0,12
2976,2017,il,1323.8331075399647,1
2977,2017,il,1327.5331295504902,2
2978,2017,il,1331.9400040064102,3
2979,2017,il,1336.8936688825577,4
2980,2017,il,1342.2340621537667,5
2981,2017,il,1347.8011217948715,6
2982,2017,il,1353.4347857807059,7
2983,2017,il,1358.974992086103,8
2984,2017,il,1364.2616786858976,9
2985,2017,il,1369.134783554922,10
2986,2017,il,1373.4342446680116,11
2987,2017,il,1377.0,12
2988,2018,il,1379.7152181762422,1
2989,2018,il,1381.6359904241847,2
2990,2018,il,1382.8616386217948,3
2991,2018,il,1383.4914846470401,4
2992,2018,il,1383.6248503778886,5
2993,2018,il,1383.3610576923077,6
2994,2018,il,1382.799428468265,7
2995,2018,il,1382.0392845837289,8
2996,2018,il,1381.1799479166666,9
2997,2018,il,1380.3207403450458,10
2998,2018,il,1379.5609837468342,11
2999,2018,il,1379.0,12
3000,2019,il,1378.7174780883981,1
3001,2019,il,1378.7145754194364,2
3002,2019,il,1378.97281650641,3
3003,2019,il,1379.4737258626149,4
3004,2019,il,1380.1988280013454,5
3005,2019,il,1381.1296474358974,6
3006,2019,il,1382.2477086795661,7
3007,2019,il,1383.5345362456471,8
3008,2019,il,1384.971654647436,9
3009,2019,il,1386.5405883982273,10
3010,2019,il,1388.2228620113167,11
3011,2019,il,1390.0,12
3012,2020,il,1391.8535268775722,1
3013,2020,il,1393.764967157328,2
3014,2020,il,1395.7158453525642,3
3015,2020,il,1397.6876859765748,4
3016,2020,il,1399.6620135426556,5
3017,2020,il,1401.6203525641026,6
3018,2020,il,1403.5442275542105,7
3019,2020,il,1405.415163026274,8
3020,2020,il,1407.2146834935897,9
3021,2020,il,1408.9243134694523,10
3022,2020,il,1410.5255774671575,11
3023,2020,il,1412.0,12
3024,2012,nc,548.0,1
3025,2012,nc,548.0,2
3026,2012,nc,548.0,3
3027,2012,nc,548.0,4
3028,2012,nc,548.0,5
3029,2012,nc,548.0,6
3030,2012,nc,548.0,7
3031,2012,nc,548.0,8
3032,2012,nc,548.0,9
3033,2012,nc,548.0,10
3034,2012,nc,548.0,11
3035,2012,nc,548.0,12
3036,2013,nc,547.704110898425,1
3037,2013,nc,547.6291300648938,2
3038,2013,nc,547.7612880608974,3
3039,2013,nc,548.0868154479264,4
3040,2013,nc,548.5919427874724,5
3041,2013,nc,549.2629006410257,6
3042,2013,nc,550.0859195700775,7
3043,2013,nc,551.047230136119,8
3044,2013,nc,552.133062900641,9
3045,2013,nc,553.3296484251345,10
3046,2013,nc,554.6232172710905,11
3047,2013,nc,556.0,12
3048,2014,nc,557.4462271733538,1
3049,2014,nc,558.9481293526432,2
3050,2014,nc,560.491937099359,3
3051,2014,nc,562.063880974992,4
3052,2014,nc,563.6501915410336,5
3053,2014,nc,565.2370993589744,6
3054,2014,nc,566.8108349903055,7
3055,2014,nc,568.3576289965179,8
3056,2014,nc,569.8637119391026,9
3057,2014,nc,571.3153143795504,10
3058,2014,nc,572.6986668793527,11
3059,2014,nc,574.0,12
3060,2015,nc,575.2083183711221,1
3061,2015,nc,576.3237228949035,2
3062,2015,nc,577.3490885416667,3
3063,2015,nc,578.2872902817346,4
3064,2015,nc,579.1412030854304,5
3065,2015,nc,579.913701923077,6
3066,2015,nc,580.6076617649968,7
3067,2015,nc,581.2259575815131,8
3068,2015,nc,581.7714643429487,9
3069,2015,nc,582.2470570196265,10
3070,2015,nc,582.6556105818693,11
3071,2015,nc,583.0,12
3072,2016,nc,583.2870502680832,1
3073,2016,nc,583.5393864751504,2
3074,2016,nc,583.7835837339745,3
3075,2016,nc,584.0462171573283,4
3076,2016,nc,584.3538618579851,5
3077,2016,nc,584.733092948718,6
3078,2016,nc,585.2104855422997,7
3079,2016,nc,585.8126147515037,8
3080,2016,nc,586.5660556891027,9
3081,2016,nc,587.4973834678697,10
3082,2016,nc,588.6331732005776,11
3083,2016,nc,590.0,12
3084,2017,nc,591.6133879639522,1
3085,2017,nc,593.444657130421,2
3086,2017,nc,595.454076522436,3
3087,2017,nc,597.6019151630263,4
3088,2017,nc,599.8484420752216,5
3089,2017,nc,602.1539262820514,6
3090,2017,nc,604.4786368065448,7
3091,2017,nc,606.7828426717316,8
3092,2017,nc,609.0268129006412,9
3093,2017,nc,611.1708165163027,10
3094,2017,nc,613.1751225417457,11
3095,2017,nc,615.0,12
3096,2018,nc,616.6158793575893,1
3097,2018,nc,618.0338368550173,2
3098,2018,nc,619.275110176282,3
3099,2018,nc,620.3609370053815,4
3100,2018,nc,621.3125550263138,5
3101,2018,nc,622.151201923077,6
3102,2018,nc,622.8981153796692,7
3103,2018,nc,623.5745330800886,8
3104,2018,nc,624.2016927083333,9
3105,2018,nc,624.8008319484014,10
3106,2018,nc,625.3931884842909,11
3107,2018,nc,626.0,12
3108,2019,nc,626.6377936797642,1
3109,2019,nc,627.3042547087684,2
3110,2019,nc,627.9923577724359,3
3111,2019,nc,628.6950775561887,4
3112,2019,nc,629.4053887454496,5
3113,2019,nc,630.116266025641,6
3114,2019,nc,630.8206840821858,7
3115,2019,nc,631.5116176005065,8
3116,2019,nc,632.1820412660257,9
3117,2019,nc,632.824929764166,10
3118,2019,nc,633.4332577803498,11
3119,2019,nc,634.0,12
3120,2020,nc,634.5181311085393,1
3121,2020,nc,634.9806257913898,2
3122,2020,nc,635.3804587339745,3
3123,2020,nc,635.7106046217158,4
3124,2020,nc,635.9640381400363,5
3125,2020,nc,636.1337339743591,6
3126,2020,nc,636.2126668101062,7
3127,2020,nc,636.1938113327002,8
3128,2020,nc,636.0701422275642,9
3129,2020,nc,635.8346341801202,10
3130,2020,nc,635.4802618757915,11
3131,2020,nc,635.0,12
3132,2012,ny,2759.0,1
3133,2012,ny,2759.0,2
3134,2012,ny,2759.0,3
3135,2012,ny,2759.0,4
3136,2012,ny,2759.0,5
3137,2012,ny,2759.0,6
